"join_ID","group","mlpa_region","region4","affiliated_mpa","mpa_defacto_class","mpa_defacto_designation","year","variable","indicator","mean","sd","n"
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","smr",2018,"all fish","diversity",1.047307,0.219432,12
"deep_reef","deep-reef","north","north","bodega head smca","smca","ref",2020,"all fish","diversity",1.720593,0.219796,12
"deep_reef","deep-reef","north","north","bodega head smr","smr","ref",2020,"all fish","diversity",1.720593,0.219796,12
"ccfrp","ccfrp","north","north","stewarts point smr","smr","smr",2019,"all fish","diversity",1.306394,0.220017,12
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2001,"all fish","diversity",1.2517,0.2208,4
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2017,"all fish","diversity",1.7539,0.2211,6
"ccfrp","ccfrp","south","south","south la jolla smr","smr","smr",2020,"all fish","diversity",1.608068,0.221561,12
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2019,"all fish","diversity",2.0804,0.2218,2
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2015,"all fish","diversity",1.7909,0.2222,4
"kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2015,"all fish","diversity",1.5895,0.2227,2
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2018,"all fish","diversity",1.149625,0.223677,12
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2009,"all fish","diversity",1.8947,0.2238,6
"kelp","kelp forest-fish","south","south","campus point smca","smr","smr",2018,"all fish","diversity",1.4429,0.2242,2
"kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2019,"all fish","diversity",1.1296,0.2245,4
"kelp","kelp forest-fish","south","south","point vicente smca","smr","smr",2018,"all fish","diversity",1.6179,0.2248,2
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2005,"all fish","diversity",1.8127,0.2253,2
"kelp","kelp forest-fish","south","south","campus point smca","smr","ref",2013,"all fish","diversity",2.3655,0.2255,2
"kelp","kelp forest-fish","south","south","naples smca","smca","ref",2013,"all fish","diversity",2.3655,0.2255,2
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","ref",2005,"all fish","diversity",1.8759,0.2259,2
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2006,"all fish","diversity",1.2362,0.2264,2
"ccfrp","ccfrp","south","south","swami's smca","smr","smr",2019,"all fish","diversity",1.437933,0.227487,12
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2005,"all fish","diversity",2.2086,0.2278,3
"deep_reef","deep-reef","north","north","bodega head smca","smca","ref",2019,"all fish","diversity",1.882857,0.227875,12
"deep_reef","deep-reef","north","north","bodega head smr","smr","ref",2019,"all fish","diversity",1.882857,0.227875,12
"ccfrp","ccfrp","north","north","ten mile smr","smr","smr",2019,"all fish","diversity",1.424625,0.227997,12
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2008,"all fish","diversity",2.1459,0.2291,6
"kelp","kelp forest-fish","north","north","point arena smr","smr","smr",2011,"all fish","diversity",1.6094,0.2295,2
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","ref",2000,"all fish","diversity",2.2765,0.2302,2
"kelp","kelp forest-fish","central","central","cambria smca","smca","ref",2007,"all fish","diversity",1.9546,0.2303,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2016,"all fish","diversity",1.7474,0.2305,3
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2011,"all fish","diversity",1.7786,0.2317,3
"ccfrp","ccfrp","south","south","south la jolla smr","smr","smr",2019,"all fish","diversity",1.468933,0.231783,12
"kelp","kelp forest-fish","north","north","pyramid point smca","smca","smca",2019,"all fish","diversity",1.1078,0.2319,3
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2014,"all fish","diversity",1.6053,0.2323,4
"kelp","kelp forest-fish","central","central","cambria smca","smca","smca",2005,"all fish","diversity",1.5167,0.2326,2
"kelp","kelp forest-fish","south","north islands","harris point smr","smr","smr",2012,"all fish","diversity",2.1467,0.2327,2
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2011,"all fish","diversity",2.453,0.2328,3
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2004,"all fish","diversity",1.2968,0.2332,5
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2010,"all fish","diversity",1.435298,0.234307,12
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","smr",2004,"all fish","diversity",2.0818,0.2345,2
"kelp","kelp forest-fish","south","south","laguna beach smr","smr","smr",2020,"all fish","diversity",1.8838,0.2359,2
"kelp","kelp forest-fish","north","north","van damme smca","smca","ref",2015,"all fish","diversity",1.2097,0.2361,2
"kelp","kelp forest-fish","south","north islands","harris point smr","smr","smr",2003,"all fish","diversity",1.8127,0.2363,3
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2003,"all fish","diversity",1.4008,0.2368,4
"ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2021,"all fish","diversity",1.421332,0.237178,12
"kelp","kelp forest-fish","central","central","big creek smr","smr","smr",2002,"all fish","diversity",1.3036,0.2373,2
"ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2013,"all fish","diversity",1.339808,0.237474,12
"ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2009,"all fish","diversity",1.199844,0.238206,12
"kelp","kelp forest-fish","central","central","cambria smca","smca","smca",2009,"all fish","diversity",2.1436,0.2385,2
"ccfrp","ccfrp","south","south","swami's smca","smr","ref",2021,"all fish","diversity",1.05157,0.238583,12
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",1999,"all fish","diversity",1.7243,0.2387,2
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2018,"all fish","diversity",1.332136,0.239692,12
"kelp","kelp forest-fish","central","central","point buchon smr","smr","smr",2020,"all fish","diversity",1.3852,0.2402,4
"kelp","kelp forest-fish","central","central","piedras blancas smr","smr","ref",2008,"all fish","diversity",2.1474,0.2402,5
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","smr",2017,"all fish","diversity",1.6825,0.2406,2
"deep_reef","deep-reef","south","north islands","south point smr","smr","ref",2008,"all fish","diversity",0.809489,0.240611,8
"kelp","kelp forest-fish","north","north","pyramid point smca","smca","smca",2018,"all fish","diversity",0.9337,0.2412,3
"kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2017,"all fish","diversity",2.0451,0.2414,2
"kelp","kelp forest-fish","south","south","south la jolla smr","smr","ref",2012,"all fish","diversity",1.7236,0.2416,2
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2020,"all fish","diversity",0.7385,0.242,4
"kelp","kelp forest-fish","south","south","point dume smr","smr","smr",2008,"all fish","diversity",1.2971,0.2422,2
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2019,"all fish","diversity",0.9754,0.2423,4
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2007,"all fish","diversity",1.6378,0.2428,4
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2008,"all fish","diversity",2.0315,0.2435,10
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2009,"all fish","diversity",2.1058,0.2436,3
"kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2016,"all fish","diversity",1.2677,0.2452,3
"kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","ref",2008,"all fish","diversity",0.9596,0.2455,8
"kelp","kelp forest-fish","central","central","point buchon smr","smr","smr",2011,"all fish","diversity",1.6893,0.2456,4
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2015,"all fish","diversity",1.2675,0.2467,3
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2009,"all fish","diversity",1.9203,0.2474,6
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2016,"all fish","diversity",1.5186,0.25,3
"kelp","kelp forest-fish","central","central","point buchon smr","smr","ref",2017,"all fish","diversity",1.4148,0.2508,4
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","ref",2017,"all fish","diversity",1.112973,0.250898,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2008,"all fish","diversity",1.2302,0.2514,3
"ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2017,"all fish","diversity",1.300763,0.251474,12
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2011,"all fish","diversity",1.7734,0.2524,4
"deep_reef","deep-reef","central","central","point buchon smr","smr","smr",2016,"all fish","diversity",1.682575,0.252579,5
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2010,"all fish","diversity",1.9907,0.2528,6
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2016,"all fish","diversity",1.8566,0.2531,4
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2015,"all fish","diversity",1.6177,0.2533,3
"deep_reef","deep-reef","central","central","portuguese ledge smca","smr","smr",2019,"all fish","diversity",1.214947,0.253884,6
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","smr",2008,"all fish","diversity",1.8531,0.2543,5
"ccfrp","ccfrp","south","south","swami's smca","smr","ref",2020,"all fish","diversity",1.140851,0.2544,12
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2012,"all fish","diversity",2.1528,0.2544,3
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2009,"all fish","diversity",1.446961,0.254446,12
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2014,"all fish","diversity",1.344,0.2545,6
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","smr",2003,"all fish","diversity",1.8306,0.2549,2
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","ref",2005,"all fish","diversity",1.8808,0.2556,2
"ccfrp","ccfrp","south","south","south la jolla smr","smr","smr",2017,"all fish","diversity",1.533451,0.255658,12
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","ref",2020,"all fish","diversity",1.308265,0.255916,12
"deep_reef","deep-reef","north","north","point st. george reef offshore smca","smca","ref",2014,"all fish","diversity",1.311202,0.256673,8
"ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2019,"all fish","diversity",1.373632,0.25678,12
"ccfrp","ccfrp","south","south","swami's smca","smr","smr",2017,"all fish","diversity",1.154877,0.25689,12
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2019,"all fish","diversity",1.4055,0.258,3
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","smr",2000,"all fish","diversity",2.2496,0.2591,2
"deep_reef","deep-reef","south","north islands","gull island smr","smr","ref",2015,"all fish","diversity",0.613066,0.259894,5
"kelp","kelp forest-fish","central","central","white rock smca","smr","smr",2009,"all fish","diversity",1.6646,0.2599,2
"kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","smr",2019,"all fish","diversity",1.7737,0.2601,2
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","smr",2021,"all fish","diversity",1.092729,0.260192,12
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2007,"all fish","diversity",2.1086,0.2604,4
"kelp","kelp forest-fish","south","south","point vicente smca","smr","smr",2008,"all fish","diversity",1.6432,0.2605,2
"deep_reef","deep-reef","north","north","southeast farallon island smca","smr","ref",2015,"all fish","diversity",1.309132,0.261196,5
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",2011,"all fish","diversity",2.2778,0.2623,3
"ccfrp","ccfrp","north","north","bodega head smr","smr","smr",2017,"all fish","diversity",1.333769,0.262481,12
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",2013,"all fish","diversity",2.0948,0.2626,3
"kelp","kelp forest-fish","south","north islands","carrington point smr","smr","smr",2004,"all fish","diversity",0.9757,0.2633,2
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2006,"all fish","diversity",2.005,0.2635,6
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","smr",2011,"all fish","diversity",2.0029,0.2638,2
"kelp","kelp forest-fish","south","south","point vicente smca","smr","smr",2011,"all fish","diversity",1.9942,0.264,2
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2019,"all fish","diversity",1.8499,0.2645,3
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","smca",2016,"all fish","diversity",1.7769,0.2655,3
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2008,"all fish","diversity",2.3021,0.2656,3
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2005,"all fish","diversity",1.6809,0.2664,4
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","ref",2004,"all fish","diversity",2.1407,0.2668,2
"kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","ref",2004,"all fish","diversity",0.4945,0.2669,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2015,"all fish","diversity",1.2355,0.2669,6
"deep_reef","deep-reef","south","north islands","carrington point smr","smr","ref",2019,"all fish","diversity",1.147642,0.267709,6
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2005,"all fish","diversity",1.3804,0.2679,2
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2012,"all fish","diversity",1.8926,0.2681,4
"kelp","kelp forest-fish","south","south","campus point smca","smr","smr",2019,"all fish","diversity",1.8139,0.2686,2
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2006,"all fish","diversity",1.8245,0.2687,4
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2009,"all fish","diversity",2.0184,0.2689,2
"kelp","kelp forest-fish","north","north","salt point smca","smca","smca",2010,"all fish","diversity",1.612,0.269,3
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2007,"all fish","diversity",1.6042,0.2702,10
"kelp","kelp forest-fish","north","north","ten mile smr","smr","smr",2018,"all fish","diversity",1.302,0.2706,3
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2011,"all fish","diversity",2.1947,0.2706,6
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2012,"all fish","diversity",2.1537,0.2708,2
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","smr",2021,"all fish","diversity",1.227348,0.271117,12
"kelp","kelp forest-fish","central","central","natural bridges smr","smr","ref",2007,"all fish","diversity",1.4611,0.2712,2
"kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2016,"all fish","diversity",1.7645,0.2712,2
"ccfrp","ccfrp","south","north islands","anacapa island smr","smr","smr",2020,"all fish","diversity",1.060786,0.271203,12
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2006,"all fish","diversity",2.0752,0.2713,3
"kelp","kelp forest-fish","north","north","stewarts point smr","smr","ref",2010,"all fish","diversity",1.3264,0.2714,4
"deep_reef","deep-reef","north","north","southeast farallon island smr","smr","smr",2015,"all fish","diversity",1.427566,0.271629,4
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2002,"all fish","diversity",1.2164,0.2718,6
"kelp","kelp forest-fish","central","central","point sur smr","smr","ref",2010,"all fish","diversity",1.3111,0.2725,3
"kelp","kelp forest-fish","north","north","ten mile smr","smr","ref",2019,"all fish","diversity",1.4062,0.2725,3
"ccfrp","ccfrp","north","north","ten mile smr","smr","smr",2018,"all fish","diversity",1.463834,0.272545,12
"deep_reef","deep-reef","south","north islands","carrington point smr","smr","smr",2006,"all fish","diversity",1.074845,0.272728,7
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2010,"all fish","diversity",1.473,0.273,3
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2006,"all fish","diversity",1.5314,0.2734,2
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2007,"all fish","diversity",1.6474,0.2735,6
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2007,"all fish","diversity",1.6858,0.2737,3
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2020,"all fish","diversity",1.9415,0.2741,3
"kelp","kelp forest-fish","central","central","white rock smca","smr","smr",2002,"all fish","diversity",1.5739,0.2746,2
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2010,"all fish","diversity",2.0663,0.2749,4
"kelp","kelp forest-fish","central","central","big creek smr","smr","smr",2007,"all fish","diversity",1.8887,0.2752,4
"ccfrp","ccfrp","north","north","south cape mendocino smr","smr","ref",2021,"all fish","diversity",1.389242,0.275527,12
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","smca",2018,"all fish","diversity",1.6524,0.278,4
"deep_reef","deep-reef","north","north","point st. george reef offshore smca","smca","smca",2014,"all fish","diversity",1.486498,0.278241,7
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2004,"all fish","diversity",1.7652,0.2792,3
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2007,"all fish","diversity",2.0006,0.2799,4
"deep_reef","deep-reef","south","south","point conception smr","smr","ref",2014,"all fish","diversity",0.105943,0.2803,7
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","ref",2010,"all fish","diversity",1.318,0.2803,5
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2013,"all fish","diversity",1.6814,0.2809,10
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2011,"all fish","diversity",1.7407,0.2822,6
"kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2012,"all fish","diversity",2.0616,0.2824,8
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",1999,"all fish","diversity",1.8162,0.2826,4
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2008,"all fish","diversity",1.5951,0.2831,6
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",2017,"all fish","diversity",1.9603,0.2831,3
"kelp","kelp forest-fish","north","north","stewarts point smr","smr","ref",2018,"all fish","diversity",1.1463,0.2839,4
"kelp","kelp forest-fish","central","central","piedras blancas smr","smr","smr",2006,"all fish","diversity",1.6558,0.2844,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2019,"all fish","diversity",1.9548,0.2845,3
"kelp","kelp forest-fish","central","central","carmel pinnacles smr","smr","smr",2007,"all fish","diversity",1.3235,0.2861,2
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2012,"all fish","diversity",1.4057,0.2894,2
"kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2018,"all fish","diversity",1.2147,0.2898,4
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2006,"all fish","diversity",2.0151,0.2901,2
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","smca",2017,"all fish","diversity",1.3372,0.2903,4
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2008,"all fish","diversity",1.9446,0.2904,4
"deep_reef","deep-reef","north","north","ten mile smr","smr","ref",2015,"all fish","diversity",1.737375,0.290878,7
"deep_reef","deep-reef","south","north islands","anacapa island smca","smca","ref",2020,"all fish","diversity",1.279634,0.291388,11
"deep_reef","deep-reef","south","north islands","anacapa island smr","smr","ref",2020,"all fish","diversity",1.279634,0.291388,11
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2015,"all fish","diversity",1.3305,0.2915,3
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2020,"all fish","diversity",1.2958,0.2922,4
"kelp","kelp forest-fish","south","north islands","carrington point smr","smr","smr",2003,"all fish","diversity",2.0285,0.293,3
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2010,"all fish","diversity",1.8874,0.2931,2
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","smca",2010,"all fish","diversity",2.2643,0.2933,3
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2008,"all fish","diversity",1.302412,0.293682,12
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2004,"all fish","diversity",1.4401,0.2939,2
"kelp","kelp forest-fish","south","north islands","harris point smr","smr","smr",2011,"all fish","diversity",2.091,0.2945,2
"deep_reef","deep-reef","north","north","ten mile smr","smr","ref",2020,"all fish","diversity",1.425344,0.294853,10
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2018,"all fish","diversity",2.0451,0.2949,4
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2009,"all fish","diversity",1.226773,0.295103,12
"kelp","kelp forest-fish","south","north islands","south point smr","smr","ref",2020,"all fish","diversity",1.8931,0.2962,4
"ccfrp","ccfrp","south","south","swami's smca","smr","smr",2020,"all fish","diversity",1.166083,0.296514,12
"deep_reef","deep-reef","south","north islands","harris point smr","smr","smr",2005,"all fish","diversity",1.216929,0.296544,15
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2003,"all fish","diversity",1.4362,0.2968,6
"kelp","kelp forest-fish","south","north islands","harris point smr","smr","smr",2014,"all fish","diversity",1.9688,0.2973,2
"deep_reef","deep-reef","north","north","sea lion gulch smr","smr","smr",2020,"all fish","diversity",1.352182,0.297864,10
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2001,"all fish","diversity",2.1489,0.2979,2
"kelp","kelp forest-fish","south","south","campus point smca","smr","smr",2020,"all fish","diversity",1.7661,0.2986,2
"kelp","kelp forest-fish","north","north","point arena smr","smr","ref",2011,"all fish","diversity",1.4377,0.2993,2
"kelp","kelp forest-fish","south","south","point dume smr","smr","smr",2012,"all fish","diversity",1.969,0.2999,2
"deep_reef","deep-reef","south","north islands","carrington point smr","smr","ref",2006,"all fish","diversity",1.055226,0.300556,6
"deep_reef","deep-reef","south","north islands","carrington point smr","smr","ref",2020,"all fish","diversity",1.759204,0.30079,5
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2007,"all fish","diversity",1.7646,0.302,3
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2004,"all fish","diversity",1.8389,0.3023,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2004,"all fish","diversity",2.0472,0.3038,6
"kelp","kelp forest-fish","north","north","ten mile smr","smr","smr",2015,"all fish","diversity",1.2874,0.304,3
"kelp","kelp forest-fish","south","north islands","carrington point smr","smr","ref",2007,"all fish","diversity",1.9267,0.3041,4
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2008,"all fish","diversity",1.7895,0.3042,4
"kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2014,"all fish","diversity",2.0147,0.3045,3
"deep_reef","deep-reef","central","central","big creek smr","smr","ref",2020,"all fish","diversity",1.470151,0.306722,8
"kelp","kelp forest-fish","central","central","big creek smr","smr","smr",2005,"all fish","diversity",1.865,0.3068,2
"kelp","kelp forest-fish","south","north islands","south point smr","smr","smr",2003,"all fish","diversity",2.0286,0.3074,2
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2002,"all fish","diversity",2.2195,0.3076,2
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2010,"all fish","diversity",1.7319,0.3077,3
"ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2011,"all fish","diversity",1.345474,0.308496,12
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","ref",2011,"all fish","diversity",1.376,0.3089,6
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2005,"all fish","diversity",1.5292,0.3094,6
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","ref",2012,"all fish","diversity",1.0685,0.3108,2
"kelp","kelp forest-fish","north","north","stewarts point smr","smr","smr",2018,"all fish","diversity",1.028,0.3112,4
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2010,"all fish","diversity",1.5375,0.312,3
"kelp","kelp forest-fish","south","north islands","harris point smr","smr","smr",2008,"all fish","diversity",2.3255,0.3121,2
"kelp","kelp forest-fish","south","south","farnsworth onshore smca","smr","ref",2008,"all fish","diversity",1.0569,0.3123,2
"deep_reef","deep-reef","north","north","bodega head smr","smr","smr",2011,"all fish","diversity",0.828966,0.313214,10
"kelp","kelp forest-fish","south","south","point dume smca","smr","ref",2013,"all fish","diversity",2.0357,0.3142,2
"kelp","kelp forest-fish","central","central","vandenberg smr","smr","ref",2006,"all fish","diversity",1.8433,0.3147,2
"kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2001,"all fish","diversity",1.9271,0.3148,2
"ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2011,"all fish","diversity",1.406787,0.314887,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2012,"all fish","diversity",1.486,0.3162,3
"ccfrp","ccfrp","south","south","swami's smca","smr","smr",2018,"all fish","diversity",1.15985,0.317095,12
"ccfrp","ccfrp","north","north","bodega head smr","smr","smr",2020,"all fish","diversity",1.419485,0.317706,12
"kelp","kelp forest-fish","south","south","abalone cove smca","smr","ref",2008,"all fish","diversity",1.589,0.3178,3
"deep_reef","deep-reef","south","north islands","carrington point smr","smr","ref",2015,"all fish","diversity",1.425095,0.318045,6
"ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2019,"all fish","diversity",1.334501,0.318193,12
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2005,"all fish","diversity",1.8394,0.3184,6
"kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2017,"all fish","diversity",1.7895,0.3185,4
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2006,"all fish","diversity",1.7722,0.3186,10
"deep_reef","deep-reef","north","north","southeast farallon island smr","smr","smr",2011,"all fish","diversity",1.135724,0.318862,7
"kelp","kelp forest-fish","north","north","saunders reef smca","smca","smca",2020,"all fish","diversity",1.279,0.3196,3
"kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2018,"all fish","diversity",1.8454,0.3205,7
"kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","smr",2008,"all fish","diversity",1.0115,0.3211,5
"kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2017,"all fish","diversity",1.2814,0.3214,3
"kelp","kelp forest-fish","south","south","naples smca","smca","smca",2018,"all fish","diversity",2.2037,0.3214,3
"kelp","kelp forest-fish","central","central","asilomar smr","smr","ref",2011,"all fish","diversity",1.7385,0.3218,4
"kelp","kelp forest-fish","central","central","carmel pinnacles smr","smr","smr",2008,"all fish","diversity",0.8262,0.323,2
"kelp","kelp forest-fish","north","north","ten mile smr","smr","ref",2018,"all fish","diversity",1.1565,0.3234,3
"kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2019,"all fish","diversity",1.4108,0.3238,6
"kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2008,"all fish","diversity",2.0839,0.3254,2
"deep_reef","deep-reef","south","north islands","harris point smr","smr","smr",2006,"all fish","diversity",1.387208,0.325849,14
"kelp","kelp forest-fish","north","north","stewarts point smr","smr","smr",2011,"all fish","diversity",1.2191,0.3266,4
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2008,"all fish","diversity",1.8745,0.3295,10
"deep_reef","deep-reef","north","north","reading rock smr","smr","ref",2014,"all fish","diversity",1.527743,0.329772,7
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","ref",2016,"all fish","diversity",1.2832,0.3299,6
"kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2009,"all fish","diversity",1.6872,0.3301,4
"kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2014,"all fish","diversity",1.8785,0.3303,3
"deep_reef","deep-reef","south","north islands","harris point smr","smr","ref",2009,"all fish","diversity",0.930273,0.330754,7
"kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2018,"all fish","diversity",1.8931,0.3314,3
