"","join_ID","group","mlpa_region","region4","affiliated_mpa","mpa_defacto_class","mpa_defacto_designation","year","variable","indicator","mean","sd","n","long","lat","distance_to_port","implementation_date","size_km2","port_size","min_depth_m","max_depth_m","depth_range","implementation_year","mpa_age","landings_lb_20002006","landings_lb_sqkm_20002006"
"331","ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2016,"all fish","diversity",1.268534,0.162109,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",9,672536.17,3043.04538927482
"332","kelp","kelp forest-fish","south","south","point vicente smca","smr","smr",2015,"all fish","diversity",1.6579,0.1627,2,-118.4319487,33.72008592,14315.48878,"01/01/2012",38.97,"small",0,8661.42,8661.42,"2012",3,96821967.04,458039.783751987
"333","ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2019,"all fish","diversity",1.271496,0.16332,12,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",12,140862314.28,993023.026044321
"334","deep_reef","deep-reef","north","north","point arena smr","smr","ref",2011,"all fish","diversity",1.214137,0.163376,2,-123.7528435,38.96035663,6273.915712,"01/05/2010",11.34,"very_small",0,567.59,567.59,"2010",1,5176863.5,24099.9887727364
"335","ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2021,"all fish","diversity",1.524319,0.163471,12,-123.105123,38.31737507,5052.077525,"01/05/2010",24.19,"small",0,872.7,872.7,"2010",11,127637.61,1419.41419125527
"336","kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2014,"all fish","diversity",1.684,0.164,4,-121.9276138,36.638879,4784.222217,"09/21/2007",2.54,"small",0,495.41,495.41,"2007",7,140862314.28,993023.026044321
"337","kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2008,"all fish","diversity",2.2434,0.1643,4,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",1,140862314.28,993023.026044321
"338","ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2019,"all fish","diversity",1.420545,0.164612,12,-123.105123,38.31737507,5052.077525,"01/05/2010",24.19,"small",0,872.7,872.7,"2010",9,127637.61,1419.41419125527
"339","kelp","kelp forest-fish","south","north islands","scorpion smr","smr","smr",2011,"all fish","diversity",2.2868,0.1647,3,-119.5688512,34.07785804,33744.11364,"09/04/2003",24.96,"small",0,2522.97,2522.97,"2003",8,32885907.68,137157.051023555
"340","kelp","kelp forest-fish","north","north","point cabrillo smr","smr","ref",2017,"all fish","diversity",0.9772,0.1652,4,-123.8286133,39.35014948,8696.395585,"12/19/2012",1.14,"very_small",0,131.23,131.23,"2012",5,3306700.51,104917.458139595
"341","kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",1999,"all fish","diversity",1.571,0.1654,3,-119.3840236,34.03783425,20504.5732,"09/04/2003",29.9,"medium",0,2326.12,2326.12,"2003",-4,20684400.47,73352.9054396628
"342","kelp","kelp forest-fish","central","central","natural bridges smr","smr","ref",2004,"all fish","diversity",2.0964,0.1656,2,-122.0950036,36.95562336,8298.266446,"09/21/2007",0.66,"small",0,32.81,32.81,"2007",-3,8712806.18,41422.8174044055
"343","ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2016,"all fish","diversity",1.29204,0.166048,12,-122.3191504,37.1000914,NA,"09/21/2007",28.87,"small",0,574.15,574.15,"2007",9,3873373.87,24506.3879852114
"344","ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2018,"all fish","diversity",1.283188,0.166361,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",11,672536.17,3043.04538927482
"345","kelp","kelp forest-fish","central","central","white rock smca","smr","smr",2010,"all fish","diversity",1.9434,0.1669,2,-121.0859058,35.5256578,26908.06908,"09/21/2007",7.54,"small",0,419.95,419.95,"2007",3,221099.46,2824.42250989504
"346","kelp","kelp forest-fish","central","central","piedras blancas smr","smr","ref",2005,"all fish","diversity",1.9184,0.167,4,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",-2,13582.6,477.662974151495
"347","ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2019,"all fish","diversity",1.24082,0.167458,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",12,672536.17,3043.04538927482
"348","kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2016,"all fish","diversity",1.9853,0.1675,4,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",9,140862314.28,993023.026044321
"349","kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2009,"all fish","diversity",2.1331,0.1678,2,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",2,140862314.28,993023.026044321
"350","kelp","kelp forest-fish","north","north","ten mile smr","smr","ref",2014,"all fish","diversity",1.1087,0.1681,2,-123.8132032,39.57645627,16828.99677,"12/19/2012",30.94,"very_small",0,1125.33,1125.33,"2012",2,516902.03,5997.70302138572
"351","kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2020,"all fish","diversity",1.1951,0.1684,4,-121.9276138,36.638879,4784.222217,"09/21/2007",2.54,"small",0,495.41,495.41,"2007",13,140862314.28,993023.026044321
"352","kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2017,"all fish","diversity",1.9049,0.1687,7,-119.3840236,34.03783425,20504.5732,"09/04/2003",29.9,"medium",0,2326.12,2326.12,"2003",14,20684400.47,73352.9054396628
"353","ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2007,"all fish","diversity",1.217834,0.168778,12,-122.3191504,37.1000914,NA,"09/21/2007",28.87,"small",0,574.15,574.15,"2007",0,3873373.87,24506.3879852114
"354","ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2014,"all fish","diversity",1.493608,0.169055,12,-122.3191504,37.1000914,NA,"09/21/2007",28.87,"small",0,574.15,574.15,"2007",7,3873373.87,24506.3879852114
"355","kelp","kelp forest-fish","north","north","del mar landing smr","smr","ref",2018,"all fish","diversity",0.9181,0.1692,2,-123.5114257,38.73929373,26033.70708,"01/05/2010",0.56,"very_small",0,285.43,285.43,"2010",8,273585.45,1287.54546290724
"356","ccfrp","ccfrp","south","south","swami's smca","smr","smr",2021,"all fish","diversity",1.169983,0.169828,12,-117.3199032,33.02394568,21667.42127,"01/01/2012",32.91,"small",0,3221.78,3221.78,"2012",9,324602.78,8187.43502608691
"357","kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2002,"all fish","diversity",1.2662,0.17,4,-121.636114,36.07068215,63849.64655,"09/21/2007",37.59,"small",0,7851.05,7851.05,"2007",-5,2211163.04,22323.4123580561
"358","kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","ref",2008,"all fish","diversity",1.7765,0.17,6,-119.3840236,34.03783425,20504.5732,"09/04/2003",29.9,"medium",0,2326.12,2326.12,"2003",5,20684400.47,73352.9054396628
"359","ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2017,"all fish","diversity",1.181869,0.170022,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",10,13582.6,477.662974151495
"360","ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2018,"all fish","diversity",1.38602,0.170262,12,-117.2929041,32.81142518,13285.9037,"01/01/2012",13.06,"very_large",0,590.55,590.55,"2012",6,8386413.67,52600.2756385605
"361","kelp","kelp forest-fish","south","north islands","santa barbara island smr","smr","smr",2007,"all fish","diversity",0.9799,0.1703,5,-119.0071761,33.44898835,47468.77083,"09/04/2003",33.07,"small",0,5429.79,5429.79,"2003",4,26420,91.9433226411098
"362","kelp","kelp forest-fish","central","central","vandenberg smr","smr","smr",1999,"all fish","diversity",1.6272,0.1706,2,-120.6423126,34.66334898,57224.26995,"09/21/2007",85.23,"small",0,416.67,416.67,"2007",-8,718536.67,8452.47221101671
"363","ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2012,"all fish","diversity",1.451463,0.17149,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",5,13582.6,477.662974151495
"364","ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2015,"all fish","diversity",1.416792,0.171789,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",8,672536.17,3043.04538927482
"365","deep_reef","deep-reef","north","north","point arena smca","smr","smr",2020,"all fish","diversity",1.466088,0.172175,2,-123.7876397,38.96141416,8461.762539,"01/05/2010",17.45,"very_small",501.97,1062.99,561.02,"2010",10,5176863.5,24099.9887727364
"366","kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2013,"all fish","diversity",0.8433,0.1723,2,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",6,140862314.28,993023.026044321
"367","ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2011,"all fish","diversity",1.378329,0.172525,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",4,672536.17,3043.04538927482
"368","kelp","kelp forest-fish","north","north","point cabrillo smr","smr","ref",2015,"all fish","diversity",1.1296,0.1727,3,-123.8286133,39.35014948,8696.395585,"12/19/2012",1.14,"very_small",0,131.23,131.23,"2012",3,3306700.51,104917.458139595
"369","ccfrp","ccfrp","central","central","point buchon smr","smr","smr",2020,"all fish","diversity",1.229664,0.173192,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",13,672536.17,3043.04538927482
"370","ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2018,"all fish","diversity",1.276148,0.17423,12,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",11,140862314.28,993023.026044321
"371","ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2018,"all fish","diversity",1.322067,0.174386,12,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",11,140862314.28,993023.026044321
"372","kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","smca",2016,"all fish","diversity",1.5245,0.1752,3,-119.4272821,34.03986534,23670.89457,"09/04/2003",18.91,"medium",0,1607.61,1607.61,"2003",13,20684400.47,73352.9054396628
"373","ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2020,"all fish","diversity",1.163096,0.176096,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",13,13582.6,477.662974151495
"374","deep_reef","deep-reef","central","central","piedras blancas smca","smr","smr",2020,"all fish","diversity",1.264398,0.176213,5,-121.3470489,35.6823383,56233.28148,"09/21/2007",22.89,"small",308.4,1105.64,797.24,"2007",13,13582.6,477.662974151495
"375","kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2016,"all fish","diversity",1.7529,0.1769,3,-121.9276138,36.638879,4784.222217,"09/21/2007",2.54,"small",0,495.41,495.41,"2007",9,140862314.28,993023.026044321
"376","kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2004,"all fish","diversity",1.5364,0.1772,2,-121.8805609,36.27748432,36634.26347,"09/21/2007",25.36,"small",0,600.39,600.39,"2007",-3,136255.77,553.464547779678
"377","ccfrp","ccfrp","central","central","ano nuevo smr","smr","ref",2008,"all fish","diversity",1.328637,0.177378,12,-122.3191504,37.1000914,NA,"09/21/2007",28.87,"small",0,574.15,574.15,"2007",1,3873373.87,24506.3879852114
"378","kelp","kelp forest-fish","north","north","saunders reef smca","smca","ref",2016,"all fish","diversity",1.4608,0.1775,3,-123.685856,38.84855193,7630.357623,"01/05/2010",24.24,"very_small",0,905.51,905.51,"2010",6,28439.1,3539.4129684286
"379","ccfrp","ccfrp","south","south","south la jolla smr","smr","smr",2021,"all fish","diversity",1.569093,0.178128,12,-117.2929041,32.81142518,13285.9037,"01/01/2012",13.06,"very_large",0,590.55,590.55,"2012",9,8386413.67,52600.2756385605
"380","kelp","kelp forest-fish","south","north islands","carrington point smr","smr","smr",2008,"all fish","diversity",1.7418,0.179,2,-120.048551,34.04201245,52137.93253,"09/04/2003",33.1,"small",0,692.26,692.26,"2003",5,16669064.71,65210.338289838
"381","kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2011,"all fish","diversity",2.5196,0.1794,2,-119.8397831,33.93571053,53974.51236,"09/04/2003",51.62,"small",0,7234.25,7234.25,"2003",8,45922774.35,203155.517872566
"382","kelp","kelp forest-fish","south","south","point vicente smca","smr","ref",2020,"all fish","diversity",2.1335,0.1795,2,-118.4319487,33.72008592,14315.48878,"01/01/2012",38.97,"small",0,8661.42,8661.42,"2012",8,96821967.04,458039.783751987
"383","kelp","kelp forest-fish","south","south","swami's smca","smr","ref",2011,"all fish","diversity",1.9134,0.1799,2,-117.3199032,33.02394568,21667.42127,"01/01/2012",32.91,"small",0,3221.78,3221.78,"2012",-1,324602.78,8187.43502608691
"384","ccfrp","ccfrp","north","north","stewarts point smr","smr","smr",2021,"all fish","diversity",1.482989,0.180141,12,-123.4319984,38.63444126,39417.67736,"01/05/2010",62.24,"very_small",0,439.63,439.63,"2010",11,24369.5,703.43023446551
"385","kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2010,"all fish","diversity",1.6569,0.1804,6,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",3,140862314.28,993023.026044321
"386","ccfrp","ccfrp","central","central","point buchon smr","smr","ref",2010,"all fish","diversity",1.120203,0.180453,12,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",3,672536.17,3043.04538927482
"387","kelp","kelp forest-fish","south","south","naples smca","smca","smca",2004,"all fish","diversity",2.1481,0.1805,3,-119.950633,34.42667121,23974.30759,"01/01/2012",6.74,"small",0,531.5,531.5,"2012",-8,1866680.3,11621.6487275012
"388","kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2004,"all fish","diversity",1.971,0.1806,2,-119.8397831,33.93571053,53974.51236,"09/04/2003",51.62,"small",0,7234.25,7234.25,"2003",1,45922774.35,203155.517872566
"389","kelp","kelp forest-fish","south","south","laguna beach smr","smr","smr",2019,"all fish","diversity",1.5549,0.181,2,-117.7963616,33.52794436,11302.88022,"01/01/2012",17.39,"small",0,4038.71,4038.71,"2012",7,5155605.96,147654.651226872
"390","ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2012,"all fish","diversity",1.37136,0.181482,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",5,13582.6,477.662974151495
"391","kelp","kelp forest-fish","central","central","pacific grove marine gardens smca","smca","smca",2013,"all fish","diversity",1.1088,0.1818,4,-121.9276138,36.638879,4784.222217,"09/21/2007",2.54,"small",0,495.41,495.41,"2007",6,140862314.28,993023.026044321
"392","kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2016,"all fish","diversity",1.7456,0.1822,2,-119.8397831,33.93571053,53974.51236,"09/04/2003",51.62,"small",0,7234.25,7234.25,"2003",13,45922774.35,203155.517872566
"393","kelp","kelp forest-fish","north","north","saunders reef smca","smca","ref",2018,"all fish","diversity",1.41,0.1829,4,-123.685856,38.84855193,7630.357623,"01/05/2010",24.24,"very_small",0,905.51,905.51,"2010",8,28439.1,3539.4129684286
"394","kelp","kelp forest-fish","south","north islands","gull island smr","smr","ref",2009,"all fish","diversity",2.4096,0.1829,2,-119.8397831,33.93571053,53974.51236,"09/04/2003",51.62,"small",0,7234.25,7234.25,"2003",6,45922774.35,203155.517872566
"395","ccfrp","ccfrp","central","central","point lobos smr","smr","ref",2010,"all fish","diversity",1.287139,0.184675,12,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",3,140862314.28,993023.026044321
"396","deep_reef","deep-reef","central","central","point lobos smr","smr","ref",2019,"all fish","diversity",1.187406,0.184899,10,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",12,140862314.28,993023.026044321
"397","kelp","kelp forest-fish","central","central","point lobos smr","smr","ref",2018,"all fish","diversity",1.1875,0.1857,3,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",11,140862314.28,993023.026044321
"398","ccfrp","ccfrp","south","north islands","anacapa island smr","smr","ref",2019,"all fish","diversity",1.082593,0.185895,12,-119.3840236,34.03783425,20504.5732,"09/04/2003",29.9,"medium",0,2326.12,2326.12,"2003",16,20684400.47,73352.9054396628
"399","ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2020,"all fish","diversity",1.350558,0.186671,12,-123.8132032,39.57645627,16828.99677,"12/19/2012",30.94,"very_small",0,1125.33,1125.33,"2012",8,516902.03,5997.70302138572
"400","ccfrp","ccfrp","north","north","ten mile smr","smr","ref",2021,"all fish","diversity",1.371832,0.186759,12,-123.8132032,39.57645627,16828.99677,"12/19/2012",30.94,"very_small",0,1125.33,1125.33,"2012",9,516902.03,5997.70302138572
"401","ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2010,"all fish","diversity",1.314539,0.186807,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",3,13582.6,477.662974151495
"402","kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2012,"all fish","diversity",1.8299,0.188,3,-119.4272821,34.03986534,23670.89457,"09/04/2003",18.91,"medium",0,1607.61,1607.61,"2003",9,20684400.47,73352.9054396628
"403","kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","ref",2012,"all fish","diversity",1.8299,0.188,3,-119.3840236,34.03783425,20504.5732,"09/04/2003",29.9,"medium",0,2326.12,2326.12,"2003",9,20684400.47,73352.9054396628
"404","kelp","kelp forest-fish","south","north islands","anacapa island smca","smca","ref",2004,"all fish","diversity",1.4525,0.1884,4,-119.4272821,34.03986534,23670.89457,"09/04/2003",18.91,"medium",0,1607.61,1607.61,"2003",1,20684400.47,73352.9054396628
"405","kelp","kelp forest-fish","central","central","piedras blancas smr","smr","ref",2006,"all fish","diversity",1.6817,0.1887,4,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",-1,13582.6,477.662974151495
"406","ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2018,"all fish","diversity",1.198416,0.188737,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",11,13582.6,477.662974151495
"407","kelp","kelp forest-fish","south","north islands","anacapa island smr","smr","smr",2020,"all fish","diversity",1.99,0.1898,6,-119.3840236,34.03783425,20504.5732,"09/04/2003",29.9,"medium",0,2326.12,2326.12,"2003",17,20684400.47,73352.9054396628
"408","ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2020,"all fish","diversity",1.361351,0.190945,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",13,13582.6,477.662974151495
"409","ccfrp","ccfrp","north","north","bodega head smr","smr","smr",2019,"all fish","diversity",1.461894,0.190992,12,-123.105123,38.31737507,5052.077525,"01/05/2010",24.19,"small",0,872.7,872.7,"2010",9,127637.61,1419.41419125527
"410","kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2013,"all fish","diversity",2.1484,0.191,3,-119.8663401,34.07816744,39823.62665,"09/04/2003",4.62,"small",0,954.72,954.72,"2003",10,13579264.36,56322.1568711548
"411","kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2019,"all fish","diversity",1.769,0.1912,4,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",12,140862314.28,993023.026044321
"412","kelp","kelp forest-fish","south","south","point conception smr","smr","ref",2011,"all fish","diversity",2.117,0.1918,2,-120.469545,34.4241603,71582.056,"01/01/2012",58.34,"small",0,1604.33,1604.33,"2012",-1,5361907.2,25080.0407302317
"413","ccfrp","ccfrp","north","north","stewarts point smr","smr","ref",2019,"all fish","diversity",1.325567,0.192039,12,-123.4319984,38.63444126,39417.67736,"01/05/2010",62.24,"very_small",0,439.63,439.63,"2010",9,24369.5,703.43023446551
"414","kelp","kelp forest-fish","central","central","big creek smr","smr","ref",2011,"all fish","diversity",2.0702,0.1922,4,-121.636114,36.07068215,63849.64655,"09/21/2007",37.59,"small",0,7851.05,7851.05,"2007",4,2211163.04,22323.4123580561
"415","ccfrp","ccfrp","central","central","ano nuevo smr","smr","smr",2013,"all fish","diversity",1.379811,0.19223,12,-122.3191504,37.1000914,NA,"09/21/2007",28.87,"small",0,574.15,574.15,"2007",6,3873373.87,24506.3879852114
"416","kelp","kelp forest-fish","central","central","natural bridges smr","smr","smr",2002,"all fish","diversity",1.9539,0.1927,2,-122.0950036,36.95562336,8298.266446,"09/21/2007",0.66,"small",0,32.81,32.81,"2007",-5,8712806.18,41422.8174044055
"417","kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2002,"all fish","diversity",1.9158,0.1939,3,-119.8663401,34.07816744,39823.62665,"09/04/2003",4.62,"small",0,954.72,954.72,"2003",-1,13579264.36,56322.1568711548
"418","kelp","kelp forest-fish","central","central","asilomar smr","smr","smr",2008,"all fish","diversity",1.765,0.1944,4,-121.9464833,36.62578462,5327.465455,"09/21/2007",3.9,"small",0,564.3,564.3,"2007",1,140862314.28,993023.026044321
"419","kelp","kelp forest-fish","central","central","point sur smr","smr","ref",2005,"all fish","diversity",1.8384,0.1944,2,-121.8805609,36.27748432,36634.26347,"09/21/2007",25.36,"small",0,600.39,600.39,"2007",-2,136255.77,553.464547779678
"420","ccfrp","ccfrp","north","north","bodega head smr","smr","ref",2018,"all fish","diversity",1.452699,0.194418,12,-123.105123,38.31737507,5052.077525,"01/05/2010",24.19,"small",0,872.7,872.7,"2010",8,127637.61,1419.41419125527
"421","kelp","kelp forest-fish","south","north islands","painted cave smca","smca","ref",2004,"all fish","diversity",1.7491,0.1945,3,-119.8663401,34.07816744,39823.62665,"09/04/2003",4.62,"small",0,954.72,954.72,"2003",1,13579264.36,56322.1568711548
"422","kelp","kelp forest-fish","south","south","campus point smca","smr","smr",2017,"all fish","diversity",2.0427,0.1947,2,-119.8692477,34.3830764,16592.39051,"01/01/2012",27.35,"small",0,2454.07,2454.07,"2012",5,1866680.3,11621.6487275012
"423","kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","ref",2012,"all fish","diversity",2.0899,0.1947,4,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",5,140862314.28,993023.026044321
"424","ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2020,"all fish","diversity",1.371314,0.195798,12,-117.2929041,32.81142518,13285.9037,"01/01/2012",13.06,"very_large",0,590.55,590.55,"2012",8,8386413.67,52600.2756385605
"425","kelp","kelp forest-fish","central","central","point sur smr","smr","smr",2006,"all fish","diversity",1.8584,0.1962,2,-121.8805609,36.27748432,36634.26347,"09/21/2007",25.36,"small",0,600.39,600.39,"2007",-1,136255.77,553.464547779678
"426","ccfrp","ccfrp","south","south","south la jolla smr","smr","ref",2017,"all fish","diversity",1.530807,0.196398,12,-117.2929041,32.81142518,13285.9037,"01/01/2012",13.06,"very_large",0,590.55,590.55,"2012",5,8386413.67,52600.2756385605
"427","kelp","kelp forest-fish","central","central","carmel bay smca","smca","smca",2013,"all fish","diversity",0.9664,0.1967,4,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",6,140862314.28,993023.026044321
"428","kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2020,"all fish","diversity",0.8197,0.1968,4,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",13,140862314.28,993023.026044321
"429","kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2007,"all fish","diversity",1.8164,0.1973,6,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",0,140862314.28,993023.026044321
"430","kelp","kelp forest-fish","central","central","lovers point - julia platt smr","smr","smr",2003,"all fish","diversity",2.1287,0.1974,2,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-4,140862314.28,993023.026044321
"431","kelp","kelp forest-fish","central","central","carmel bay smca","smca","ref",2008,"all fish","diversity",1.8928,0.1975,4,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",1,140862314.28,993023.026044321
"432","kelp","kelp forest-fish","central","central","cambria smca","smca","ref",2005,"all fish","diversity",1.6174,0.1976,2,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-2,221099.46,2824.42250989504
"433","kelp","kelp forest-fish","central","central","point lobos smr","smr","smr",2020,"all fish","diversity",1.0591,0.1979,6,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",13,140862314.28,993023.026044321
"434","kelp","kelp forest-fish","north","north","ten mile smr","smr","ref",2020,"all fish","diversity",1.564,0.1979,3,-123.8132032,39.57645627,16828.99677,"12/19/2012",30.94,"very_small",0,1125.33,1125.33,"2012",8,516902.03,5997.70302138572
"435","ccfrp","ccfrp","central","central","point lobos smr","smr","smr",2009,"all fish","diversity",1.386581,0.19904,12,-121.9547434,36.50542126,12622.48341,"09/21/2007",14.25,"small",0,1338.58,1338.58,"2007",2,140862314.28,993023.026044321
"436","ccfrp","ccfrp","central","central","piedras blancas smr","smr","smr",2016,"all fish","diversity",1.335182,0.199203,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",9,13582.6,477.662974151495
"437","ccfrp","ccfrp","north","north","south cape mendocino smr","smr","smr",2019,"all fish","diversity",1.300944,0.200184,12,-124.4643395,40.42512746,41968.25384,"12/19/2012",23.51,"medium",0,908.79,908.79,"2012",7,59635.5,323.77920905261
"438","kelp","kelp forest-fish","south","south","naples smca","smca","smca",2007,"all fish","diversity",1.5686,0.2003,3,-119.950633,34.42667121,23974.30759,"01/01/2012",6.74,"small",0,531.5,531.5,"2012",-5,1866680.3,11621.6487275012
"439","kelp","kelp forest-fish","central","central","point buchon smr","smr","smr",2007,"all fish","diversity",1.5083,0.2005,4,-120.895881,35.22728089,14347.95701,"09/21/2007",17.31,"small",0,682.41,682.41,"2007",0,672536.17,3043.04538927482
"440","ccfrp","ccfrp","central","central","piedras blancas smr","smr","ref",2016,"all fish","diversity",1.350726,0.2006,12,-121.3047718,35.68092979,53171.05653,"09/21/2007",27.03,"small",0,515.09,515.09,"2007",9,13582.6,477.662974151495
"441","ccfrp","ccfrp","north","north","south cape mendocino smr","smr","smr",2017,"all fish","diversity",1.221271,0.201142,12,-124.4643395,40.42512746,41968.25384,"12/19/2012",23.51,"medium",0,908.79,908.79,"2012",5,59635.5,323.77920905261
"442","kelp","kelp forest-fish","south","south","naples smca","smca","smca",1999,"all fish","diversity",1.4257,0.2013,2,-119.950633,34.42667121,23974.30759,"01/01/2012",6.74,"small",0,531.5,531.5,"2012",-13,1866680.3,11621.6487275012
"443","kelp","kelp forest-fish","central","central","big creek smr","smr","smr",2010,"all fish","diversity",2.0661,0.2016,2,-121.636114,36.07068215,63849.64655,"09/21/2007",37.59,"small",0,7851.05,7851.05,"2007",3,2211163.04,22323.4123580561
