"habitat","MPA","MPA_type","period_1","period_2","SumOfSqs","R2","F.stat","p.value","distance","sd_pooled"
"Kelp forest fishes","south la jolla smr","smr","before","after",0.0692111011750084,0.47946407617745,1.84219399366911,0.333333333333333,0.251926216550325,9.81307786677359e-18
"Kelp forest inverts and algae","big creek smr","ref","before","during",0.234860303436094,0.6118715817226,6.30586736666407,0.166666666666667,0.274306164854569,NA
"Kelp forest inverts and algae","big creek smr","smr","before","during",0.0773904096278044,0.265589182421536,1.44654286709583,0.166666666666667,0.184801525202836,NA
"Kelp forest inverts and algae","carmel bay smca","ref","before","during",0.156672332729123,0.258679476632862,2.79155338053147,0.013,0.178431273398319,0.0344859036707906
"Kelp forest inverts and algae","carmel bay smca","ref","before","after",0.384207889995009,0.455908437730491,7.54133352566485,0.005,0.225513314272685,0.0368747535190577
"Kelp forest inverts and algae","lovers point - julia platt smr","ref","before","during",0.128866489238356,0.196467125738256,1.95603323305235,0.073,0.138928870799258,0.0708148321339163
"Kelp forest inverts and algae","lovers point - julia platt smr","ref","before","after",0.29778199065421,0.318120453061127,4.19881207817896,0.008,0.155087948488221,0.0762976050299761
"Kelp forest inverts and algae","lovers point - julia platt smr","smr","before","during",0.100558616063663,0.198835871921447,1.98546954315909,0.06,0.138417163160247,0.0346934416320771
"Kelp forest inverts and algae","lovers point - julia platt smr","smr","before","after",0.378501725787844,0.454799924759486,7.50770131685998,0.007,0.164531766740601,0.0347617646911
"Kelp forest inverts and algae","natural bridges smr","smr","before","during",0.109253542214966,0.320716902716564,1.88856106680212,0.166666666666667,0.148544782354766,NA
"Kelp forest inverts and algae","point buchon smr","ref","before","during",0.076666988549212,0.294666438193347,1.67107566773703,0.166666666666667,0.167529708506319,NA
"Kelp forest inverts and algae","point buchon smr","ref","before","after",0.104375568001929,0.239169617867256,2.20047380386906,0.007,0.132351707447748,0.0253273250031404
"Kelp forest inverts and algae","point buchon smr","smr","before","during",0.0591927217565994,0.192875887840217,0.955867306821502,0.5,0.156336360988268,NA
"Kelp forest inverts and algae","point buchon smr","smr","before","after",0.119437426491361,0.239540122757974,2.20495638163979,0.007,0.122911513660731,0.0531519687732237
"Kelp forest inverts and algae","point lobos smr","ref","before","during",0.153293303014234,0.218587684932106,2.23787294586585,0.022,0.175889471576894,0.0386371751241392
"Kelp forest inverts and algae","point lobos smr","ref","before","after",0.230850284614373,0.276810488561382,3.44487075330585,0.005,0.176255091582151,0.0455805206424649
"Kelp forest inverts and algae","point lobos smr","smr","before","during",0.130849856671443,0.275341428487112,3.03968174046185,0.009,0.186397834746567,0.0357955802110046
"Kelp forest inverts and algae","point lobos smr","smr","before","after",0.303426633517472,0.467136024563752,7.88986385809218,0.001,0.229800407016742,0.0340686345721652
"Kelp forest inverts and algae","point sur smr","ref","before","after",0.164913783318897,0.3347372437305,2.51582732218139,0.057,0.214671235917659,0.0308001400148992
"Kelp forest inverts and algae","point sur smr","smr","before","after",0.139207900660207,0.220744824051566,1.69966011800612,0.106,0.14244144069018,0.0554216820367828
"Kelp forest inverts and algae","anacapa island smr","ref","before","during",0.21088448843409,0.361748219987675,3.96745864126666,0.018,0.152523134242582,0.0242984289551082
"Kelp forest inverts and algae","anacapa island smr","ref","before","after",0.335014616049052,0.445944845105694,6.43899570165738,0.002,0.191309243738698,0.018308339672656
"Kelp forest inverts and algae","anacapa island smr","smr","before","during",0.115002917947762,0.295618161030928,3.35747624003019,0.011,0.219013529365735,0.0369058644913089
"Kelp forest inverts and algae","anacapa island smr","smr","before","after",0.20087848939843,0.410489278856796,6.26689791586287,0.004,0.227041040941662,0.0295166674182368
"Kelp forest inverts and algae","gull island smr","ref","before","during",0.0905451084480957,0.198108677316973,1.48231067013514,0.144,0.160077661508731,0.0279908598766243
"Kelp forest inverts and algae","gull island smr","ref","before","after",0.371561642617349,0.433510800306349,6.12206976642501,0.006,0.22694574451234,0.0278820035492516
"Kelp forest inverts and algae","gull island smr","smr","before","during",0.104953003716849,0.279210147517722,2.32420153993153,0.038,0.157532486795165,0.023474544546551
"Kelp forest inverts and algae","gull island smr","smr","before","after",0.268692102098919,0.428457360176994,5.99720588209729,0.006,0.194770385377331,0.0274627522585486
"Kelp forest inverts and algae","harris point smr","ref","before","during",0.330378947034461,0.559844614053312,7.63154965625417,0.04,0.218545807261897,0.0208413108844324
"Kelp forest inverts and algae","harris point smr","ref","before","after",0.739608747756572,0.722498949389344,18.225129723279,0.014,0.320476000987598,0.0301932655228245
"Kelp forest inverts and algae","harris point smr","smr","before","during",0.146858855628067,0.380344931256723,3.68280629442539,0.041,0.202666538946843,0.0199683234954082
"Kelp forest inverts and algae","harris point smr","smr","before","after",0.302370255572605,0.5128161196295,7.36829148508887,0.011,0.284177431227587,0.0273690596038924
"Kelp forest inverts and algae","painted cave smca","ref","before","during",0.262762113238594,0.40201648335355,4.70600828473782,0.013,0.167229380756132,0.0302634639263131
"Kelp forest inverts and algae","painted cave smca","ref","before","after",0.513678121898465,0.546008749348453,9.62148497029134,0.006,0.220972097747962,0.0298472626856776
"Kelp forest inverts and algae","scorpion smr","ref","before","during",0.17405471590892,0.340496848691753,4.13034385678146,0.006,0.159051992631889,0.0401681261200173
"Kelp forest inverts and algae","scorpion smr","ref","before","after",0.40677692670238,0.541043407237193,10.6096976095761,0.004,0.185685362584589,0.0349938272051715
"Kelp forest inverts and algae","scorpion smr","smr","before","during",0.194826078796356,0.301429267357035,3.4519541489133,0.007,0.238310234037443,0.0540646092331293
"Kelp forest inverts and algae","scorpion smr","smr","before","after",0.369463958993851,0.456616375261563,7.56288410298017,0.003,0.281097821271253,0.0525993721420912
"Kelp forest inverts and algae","south point smr","ref","before","during",0.235662341296455,0.465965565398115,6.10776898725342,0.012,0.171191145591463,0.0170204508478378
"Kelp forest inverts and algae","south point smr","ref","before","after",0.450042837162092,0.575674153639394,10.8534355581096,0.009,0.215887865393716,0.0172024769039196
"Kelp forest inverts and algae","south point smr","smr","before","during",0.102481774646104,0.200182892444676,1.7520008435376,0.058,0.136142021441514,0.0315177083265098
"Kelp forest inverts and algae","south point smr","smr","before","after",0.205998002623232,0.348068719773871,4.27123201884886,0.007,0.183225603027335,0.0241865017651817
"Kelp forest inverts and algae","point conception smr","ref","before","during",0.212104807118074,0.241678491100914,1.91221128451263,0.105,0.256712784941211,NA
"Kelp forest inverts and algae","point conception smr","smr","before","during",0.104082232576243,0.172225911198321,1.04029537483858,0.409,0.203526940804001,NA
"Kelp forest inverts and algae","point vicente smca","ref","before","during",0.184858325857872,0.202147304135132,2.02691354113687,0.091,0.305604918839607,0.0442177257375459
"Kelp forest inverts and algae","point vicente smca","ref","before","after",0.30616307892512,0.275784383720164,3.42723823911912,0.005,0.325605478788252,0.0363978741320239
"Kelp forest inverts and algae","point vicente smca","smr","before","during",0.145974325928939,0.194070030475563,1.92642078407958,0.033,0.23594303309773,0.0416525486330128
"Kelp forest inverts and algae","point vicente smca","smr","before","after",0.196938056040754,0.246014559030759,2.93657000648525,0.008,0.218228858000278,0.0387348193307374
"Kelp forest inverts and algae","abalone cove smca","ref","before","during",0.259829945874579,0.34045832096721,2.58102203234895,0.051,0.327870416946841,0.0929849134186931
"Kelp forest inverts and algae","abalone cove smca","ref","before","after",0.232217444705783,0.339946027628118,3.09016573059806,0.047,0.304966922773572,0.0724477236652302
"Kelp forest inverts and algae","blue cavern onshore smca","ref","before","after",0.202740763641927,0.271904461042353,1.49378451861752,0.266666666666667,0.194387247103223,0.0594943256278006
"Kelp forest inverts and algae","cat harbor smca","ref","before","after",0.178845531462549,0.362064217802639,1.70266770374056,0.1,0.228632423176406,0.0252964117409038
"Kelp forest inverts and algae","farnsworth onshore smca","ref","before","after",0.13958081319128,0.378200849337958,1.21647271127752,0.5,0.198559261696376,NA
"Kelp forest inverts and algae","point dume smca","ref","before","after",0.433627763994988,0.539091958910426,5.84815094173697,0.057,0.329235953266718,0.0629243507165313
"Kelp forest inverts and algae","point dume smr","ref","before","after",0.0844095122157049,0.527180384899189,1.11497147762533,0.666666666666667,0.32813213718841,NA
"Kelp forest inverts and algae","point dume smr","smr","before","after",0.22953141163837,0.386399912059022,3.14862986212764,0.05,0.356298303195104,0.0898533540432863
"Kelp forest inverts and algae","santa barbara island smr","ref","before","after",0.12623855956387,0.357767560565794,1.11413730792228,0.5,0.191202474930127,NA
"Kelp forest inverts and algae","campus point smca","ref","before","during",0.197221958464832,0.229567402441951,1.78783247102668,0.066,0.198131846407497,0.113121539433324
"Kelp forest inverts and algae","campus point smca","ref","before","after",0.355797859301158,0.329512841482633,3.4401701226895,0.011,0.213075349502477,0.10415628649641
"Kelp forest inverts and algae","campus point smca","smr","before","during",0.40655872318263,0.3816194395567,3.70276296476521,0.016,0.194345334287408,0.0577346807097521
"Kelp forest inverts and algae","campus point smca","smr","before","after",0.514019051904244,0.508053591445866,7.2291922011861,0.008,0.217322302093738,0.0459732882022262
"Kelp forest inverts and algae","saunders reef smca","ref","before","during",0.195560758261771,0.895635008660746,8.58175713107999,0.333333333333333,0.346246269122354,NA
"Kelp forest inverts and algae","saunders reef smca","ref","before","after",0.280071934395637,0.620898684711956,4.91345183732898,0.1,0.276599121302708,0.0263563761353109
"Kelp forest inverts and algae","stewarts point smr","ref","before","after",0.283097572506651,0.70210777312525,7.0707562311163,0.1,0.319081120565896,0.0130039586712701
"Kelp forest inverts and algae","stewarts point smr","smr","before","after",0.246937893514544,0.664763764717294,5.94891328638769,0.1,0.310312600677561,0.0221573432350928
"Kelp forest inverts and algae","abalone cove smca","smr","before","during",0.290048398514869,0.298112770767434,2.12365148097499,0.06,0.209833200861933,0.0703346100484211
"Kelp forest inverts and algae","abalone cove smca","smr","before","after",0.454572947700302,0.531649906290846,6.81092943204578,0.022,0.195480183092999,0.0620759729056908
"Kelp forest inverts and algae","naples smca","ref","before","during",0.265036738419413,0.383675693328671,3.1126120548518,0.03,0.194013614697578,0.0438632126425274
"Kelp forest inverts and algae","naples smca","ref","before","after",0.340285953493767,0.419205573300123,4.33067764457126,0.027,0.188463188805511,0.0320404768501537
"Kelp forest inverts and algae","point dume smca","smr","before","after",0.361147640103866,0.604354296796142,6.11005545519342,0.0666666666666667,0.385524698960388,0.0249580507002857
"Kelp forest inverts and algae","santa barbara island smr","smr","before","after",0.0801788329388267,0.465622972948239,0.871337930668824,0.666666666666667,0.264508571887748,NA
"Kelp forest inverts and algae","blue cavern onshore smca","smr","before","after",0.13310959391548,0.512805823881305,2.1051393839173,0.333333333333333,0.276715551088026,0
"Kelp forest inverts and algae","crystal cove smca","ref","before","after",0.36460089823668,0.621842066121326,3.28879555556719,0.333333333333333,0.365437561460568,0
"Kelp forest inverts and algae","farnsworth onshore smca","smr","before","after",0.07787236783533,0.569887170624024,1.32497133705785,0.666666666666667,0.302256130695704,NA
"Kelp forest inverts and algae","laguna beach smr","smr","before","after",0.108055974352489,0.408180162431024,1.37940682795531,0.666666666666667,0.273869283664996,0
"Kelp forest inverts and algae","long point smr","ref","before","after",0.251531039478965,0.622835422728581,3.30272491247432,0.333333333333333,0.243820136970111,1.96261557335472e-17
"Kelp forest inverts and algae","long point smr","smr","before","after",0.164995778041287,0.636415463621895,3.50078399902059,0.333333333333333,0.27197052319683,0
"Kelp forest inverts and algae","matlahuayl smr","ref","before","after",0.0877046154653959,0.336174704743529,1.01284089999507,0.666666666666667,0.178890486072061,1.96261557335472e-17
"Kelp forest inverts and algae","matlahuayl smr","smr","before","after",0.0779807643712415,0.312671551253114,0.909816993093087,0.666666666666667,0.233115924479269,1.96261557335472e-17
"Kelp forest inverts and algae","south la jolla smr","ref","before","after",0.155627439931812,0.570565013713341,2.65728239167022,0.333333333333333,0.28815949546541,0
"Kelp forest inverts and algae","south la jolla smr","smr","before","after",0.10251854564746,0.375359348863418,1.20184092463538,0.666666666666667,0.146643161900603,1.96261557335472e-17
