"habitat","MPA","MPA_type","period_1","period_2","SumOfSqs","R2","F.stat","p.value","distance","sd_pooled"
"Rocky intertidal","scorpion smr","smr","before","after",0.112563327517292,0.546416562039542,8.43266224947622,0.028,0.228355915147962,0.0178618472613175
"Rocky intertidal","trailer","ref","before","during",0.029696147192929,0.239629692614059,2.52118937613833,0.025,0.127482802970979,0.0150267605545096
"Rocky intertidal","trailer","ref","before","after",0.0582830535620422,0.43773952576915,5.44974583990761,0.036,0.145262245396297,0.0138347628082789
"Rocky intertidal","willows anchorage","ref","before","during",0.0666534048199749,0.274643941293654,3.02906621372654,0.048,0.138485602789742,0.0370149209955434
"Rocky intertidal","willows anchorage","ref","before","after",0.0426734465261462,0.210420885617623,1.86548272680126,0.077,0.0999787639584812,0.0372077425252196
"Rocky intertidal","horse beach cove","ref","before","during",0.0426552491800924,0.320411224612618,1.88591240006856,0.1,0.200904249577025,0.0413219186462917
"Rocky intertidal","horse beach cove","ref","before","after",0.059678752535177,0.375950373842142,2.40974664887977,0.1,0.195903305264598,0.0385587775633206
"Rocky intertidal","boy scout camp","ref","before","during",0.0321965773316483,0.367156798815217,2.32068100362201,0.2,0.131564216138358,0.0164690379724404
"Rocky intertidal","boy scout camp","ref","before","after",0.0580524607329228,0.531373977264908,4.5355908676483,0.1,0.238073112498176,0.0184682822433151
"Rocky intertidal","eel point","ref","before","during",0.0411030864624623,0.520103580878979,4.33513200062299,0.1,0.152299476156934,0.0217253371820275
"Rocky intertidal","eel point","ref","before","after",0.0665059515994901,0.590448731386009,5.76678698502595,0.1,0.123120771994969,0.0209335747944995
"Rocky intertidal","landing cove","ref","before","during",0.116933824063168,0.508952555130556,7.25524167397125,0.026,0.207954741422864,0.0169811385685824
"Rocky intertidal","landing cove","ref","before","after",0.0812564730737329,0.389840319277619,4.47240668493951,0.028,0.181160848175168,0.0169811385685824
"Rocky intertidal","little harbor","ref","before","during",0.0928234660361103,0.521149761348583,8.70668479257804,0.013,0.170112576842721,0.0296606225899551
"Rocky intertidal","little harbor","ref","before","after",0.197576996312332,0.73344646363558,22.0127325606469,0.006,0.250780590013234,0.025141623290286
"Rocky intertidal","santa barbara island smr","smr","before","during",0.0968660673680131,0.339858271186012,3.60378354293133,0.028,0.203190272025319,0.0252503446335375
"Rocky intertidal","santa barbara island smr","smr","before","after",0.108429085262984,0.379450638705449,4.28032745920009,0.03,0.228621615820736,0.0252503446335375
"Rocky intertidal","west cove","ref","before","during",0.0751500902202366,0.584498025684248,5.62690973150535,0.1,0.183422757244652,0.025728810590923
"Rocky intertidal","west cove","ref","before","after",0.116945385972269,0.707278042120829,9.66484437648887,0.1,0.180907574732201,0.0213864586491559
"Rocky intertidal","bodega head smr","smr","before","during",0.078001813983907,0.540960651570171,9.42769988534635,0.01,0.248949260644721,0.0170466387409224
"Rocky intertidal","bodega head smr","smr","before","after",0.0741183149079577,0.524888423827042,9.94291878235285,0.003,0.176230112833212,0.0154537873841523
"Rocky intertidal","moat creek","ref","before","after",0.00456269664998905,0.283253750388137,0.395193906548553,1,0.283312758917843,NA
"Rocky intertidal","point bonita","ref","before","during",0.10989948021332,0.482026659697122,7.44481033584105,0.007,0.184916300430212,0.0298213764699841
"Rocky intertidal","point bonita","ref","before","after",0.139293820582895,0.542514567045554,9.48689558995553,0.009,0.155944813807477,0.0326214724516557
"Rocky intertidal","santa maria creek","ref","before","during",0.0349358614802423,0.257253787194484,2.77083916696422,0.026,0.151847594353725,0.0267662092114843
"Rocky intertidal","santa maria creek","ref","before","after",0.0529036879936625,0.302921424794524,3.91102656159974,0.003,0.166633828963416,0.0267002041912624
"Rocky intertidal","sea ranch","ref","before","during",0.0305455434528293,0.114684903645305,1.0363307176622,0.356,0.109386611910804,0.0465568235054363
"Rocky intertidal","sea ranch","ref","before","after",0.0995528675516993,0.340295857146209,4.64247912870035,0.009,0.130411684912966,0.0424903727174151
"Rocky intertidal","slide ranch","ref","before","during",0.0270635705224311,0.233586058880872,2.43822348575534,0.031,0.102056603876003,0.0207034477729413
"Rocky intertidal","slide ranch","ref","before","after",0.106109862576614,0.540015910242582,10.5658941263519,0.005,0.133596106157005,0.0194179746237703
"Rocky intertidal","cape mendocino","ref","before","during",0.0291916234448929,0.326760111285351,3.88283720870077,0.013,0.139643300012853,0.0194240070164087
"Rocky intertidal","cape mendocino","ref","before","after",0.0463490009601268,0.45426140224313,6.65903279130727,0.008,0.133257221315193,0.0193964382591876
"Rocky intertidal","damnation creek","ref","before","during",0.0151464923535917,0.165519216336754,1.58679954843441,0.116,0.0873165818555616,0.0141568946318176
"Rocky intertidal","damnation creek","ref","before","after",0.0313967762466142,0.251160160302062,3.01859132338679,0.013,0.155788403527503,0.0265169703962338
"Rocky intertidal","enderts","ref","before","during",0.0411831769678344,0.346680283584503,4.24515317537451,0.009,0.13450949054013,0.0215857821314651
"Rocky intertidal","enderts","ref","before","after",0.0386707308275946,0.361013081764953,4.51981812412825,0.006,0.162474506043327,0.0212864015762184
"Rocky intertidal","false klamath cove","ref","before","during",0.0104674551514515,0.223987429461337,2.30911135169738,0.026,0.0787698685260273,0.0157236812157159
"Rocky intertidal","false klamath cove","ref","before","after",0.0238094088275025,0.405567943672676,5.45822439225048,0.011,0.125128256976279,0.0143088715871544
"Rocky intertidal","kibesillah hill","ref","before","during",0.0324895918774554,0.266282674090596,2.54045891082628,0.014,0.104106441698275,0.0197767606210869
"Rocky intertidal","kibesillah hill","ref","before","after",0.0537187234538884,0.338939155899939,3.5890404226399,0.016,0.123738256408658,0.0227562699004194
"Rocky intertidal","shelter cove","ref","before","during",0.052097819919158,0.477530161713438,6.39790259081075,0.014,0.144369930479897,0.00870619402419835
"Rocky intertidal","shelter cove","ref","before","after",0.033282880556738,0.39538174727227,3.92361704750238,0.029,0.108544340556782,0.00533786815119333
"Rocky intertidal","alegria","ref","before","during",0.015786152724161,0.275479260834403,3.04178192223081,0.004,0.0989995536020419,0.0125092442740851
"Rocky intertidal","alegria","ref","before","after",0.0166698879402654,0.242081595011176,2.87462916952481,0.012,0.0904044706516621,0.0108718801258327
"Rocky intertidal","arroyo hondo","ref","before","during",0.0313778610839473,0.282103155215876,3.14366229371805,0.047,0.116805617995417,0.00879538213646279
"Rocky intertidal","arroyo hondo","ref","before","after",0.121089404934756,0.549466479964742,10.9763160780926,0.004,0.108540093910618,0.0197299383197915
"Rocky intertidal","cabrillo smr","smr","before","during",0.116613716258893,0.188957337635703,6.52346134095618,0.001,0.140473477910405,0.0259069155875229
"Rocky intertidal","cabrillo smr","smr","before","after",0.131181289026382,0.245171228837369,8.12009419234718,0.001,0.107393182808374,0.0255425127813409
"Rocky intertidal","cardiff reef","ref","before","during",0.0812032632871913,0.387307885534559,4.42498790947772,0.024,0.166905049339344,0.019407370117236
"Rocky intertidal","cardiff reef","ref","before","after",0.0609346757183461,0.327668341042758,3.41152815986191,0.013,0.154011087144012,0.0225723318541242
"Rocky intertidal","carpinteria","ref","before","during",0.0227958824276805,0.298830072838509,3.40950244741097,0.028,0.108066934060889,0.0206032419056283
"Rocky intertidal","carpinteria","ref","before","after",0.034043634253375,0.325033886080448,4.33400272161321,0.004,0.0931233162282218,0.0191157776550761
"Rocky intertidal","mussel shoals","ref","before","during",0.026606602239637,0.264367454674642,2.87499465709708,0.027,0.123173791657452,0.0191650087565966
"Rocky intertidal","mussel shoals","ref","before","after",0.0561069107356211,0.346199236755267,4.76566150723671,0.003,0.148899091382343,0.0214979109078339
"Rocky intertidal","navy north","ref","before","during",0.105089338620762,0.673272895294287,14.4246075675447,0.013,0.186090407635877,0.0281037744080135
"Rocky intertidal","navy north","ref","before","after",0.0969663077689104,0.649574299591906,12.9757038135275,0.01,0.149846843519557,0.0263178654110362
"Rocky intertidal","navy south","ref","before","during",0.0887414784106077,0.713885806415408,17.4657558309158,0.018,0.174064384320752,0.0189075341914081
"Rocky intertidal","navy south","ref","before","after",0.0992095675227114,0.788512991683354,26.0989598638576,0.012,0.1423532141135,0.0101218448134569
"Rocky intertidal","old stairs","ref","before","during",0.0276991637510314,0.316217808660783,3.69963199002252,0.011,0.122952262727485,0.0128535304617888
"Rocky intertidal","old stairs","ref","before","after",0.103513218135011,0.620194320940966,14.6963281388984,0.004,0.178842701170106,0.0172483822221063
"Rocky intertidal","point dume smr","smr","before","during",0.0455391346090274,0.437405380751898,6.21983027617978,0.011,0.106699279429232,0.0126520035774712
"Rocky intertidal","point dume smr","smr","before","after",0.0497266442882725,0.433557466268956,6.8886373534113,0.004,0.0993326235305435,0.0115591023404997
"Rocky intertidal","point fermin","ref","before","during",0.0280532851835992,0.316977896461131,3.71265169684914,0.004,0.133931184651716,0.0224662794725591
"Rocky intertidal","point fermin","ref","before","after",0.0746985949232668,0.57798953867165,12.3264855370432,0.004,0.136342364531266,0.017467868043715
"Rocky intertidal","laguna beach smr","smr","before","during",0.0909833529031518,0.620037790197253,13.0547254269131,0.016,0.144318527322314,0.0269434533310549
"Rocky intertidal","laguna beach smr","smr","before","after",0.106113507464366,0.568538236718183,11.8593223453766,0.006,0.146621366821884,0.0252981728033503
"Rocky intertidal","white point","ref","before","during",0.114921324560668,0.605246595201633,12.2658163368755,0.006,0.154055193451029,0.0232654339650549
"Rocky intertidal","white point","ref","before","after",0.186303421004574,0.736674781061063,25.1782683643644,0.003,0.159042534661993,0.0190116540462736
"Kelp forest fishes","big creek smr","ref","before","during",0.105255927771008,0.490510306941678,3.850992972967,0.166666666666667,0.279919199182418,NA
"Kelp forest fishes","big creek smr","smr","before","during",0.062585033904061,0.322024314009538,1.8999165938471,0.166666666666667,0.184129424297615,NA
"Kelp forest fishes","carmel bay smca","ref","before","during",0.0343579912731724,0.121860452331761,1.11016935889375,0.34,0.157723072901746,0.0355508443898457
"Kelp forest fishes","carmel bay smca","ref","before","after",0.106236673336489,0.321081268660061,4.25637308936412,0.01,0.127796148740978,0.0303924721474865
"Kelp forest fishes","lovers point - julia platt smr","ref","before","during",0.0676387947517504,0.185509298200462,1.59432770016181,0.138,0.179499740319713,0.0582819304529388
"Kelp forest fishes","lovers point - julia platt smr","ref","before","after",0.101521478236019,0.238309316655106,2.50295109934749,0.036,0.168099791032126,0.0533212152071375
"Kelp forest fishes","lovers point - julia platt smr","smr","before","during",0.0588756635931743,0.130526676779736,1.20097234308517,0.341,0.0949564390940078,0.076152446579935
"Kelp forest fishes","lovers point - julia platt smr","smr","before","after",0.12943432926451,0.226259733710925,2.63181030136221,0.034,0.153791549410795,0.0766443946314394
"Kelp forest fishes","point buchon smr","ref","before","during",0.0492877350190153,0.234460068602384,1.22507035354427,0.333333333333333,0.15703284259719,NA
"Kelp forest fishes","point buchon smr","ref","before","after",0.0740700682765871,0.234428153437912,2.14349192885622,0.035,0.144663780932532,0.0414066321195293
"Kelp forest fishes","point buchon smr","smr","before","during",0.039488502816043,0.263116524501845,1.42826665680878,0.333333333333333,0.114304806484984,NA
"Kelp forest fishes","point buchon smr","smr","before","after",0.105946692665809,0.445042361052704,5.61357535915418,0.014,0.113819945209593,0.0351944633866181
"Kelp forest fishes","point lobos smr","ref","before","during",0.0808728999036047,0.175830327927262,1.70673912312313,0.078,0.227808717617173,0.0370839775080526
"Kelp forest fishes","point lobos smr","ref","before","after",0.125634233413149,0.257864344927984,3.12716292296542,0.01,0.141596414756476,0.0373187738074549
"Kelp forest fishes","point lobos smr","smr","before","during",0.0360406910628561,0.133694094653862,1.23461325916225,0.28,0.123588240501248,0.0352535782112477
"Kelp forest fishes","point lobos smr","smr","before","after",0.0901941587195251,0.277342735939319,3.45403657804271,0.007,0.219479826204745,0.0308233648212229
"Kelp forest fishes","point sur smr","ref","before","after",0.178905517079058,0.397420445746404,3.95719147396577,0.029,0.186938905588615,0.0496629930683885
"Kelp forest fishes","point sur smr","smr","before","during",0.104110074425751,0.384590530912626,2.49973749336654,0.166666666666667,0.199003664146124,NA
"Kelp forest fishes","point sur smr","smr","before","after",0.149738192448044,0.435218669331788,4.62358062172699,0.023,0.198474725904127,0.0264258871805027
"Kelp forest fishes","anacapa island smr","ref","before","during",0.135191041737349,0.355177695737919,3.85570389506087,0.01,0.292613491707224,0.0367143275809921
"Kelp forest fishes","anacapa island smr","ref","before","after",0.252406641225038,0.462939973074313,6.89591404855561,0.003,0.324879154128292,0.0483548065321577
"Kelp forest fishes","anacapa island smr","smr","before","during",0.0676593173583853,0.268465753069758,2.93591999769065,0.031,0.245553470491073,0.0239814390198406
"Kelp forest fishes","anacapa island smr","smr","before","after",0.231501398555289,0.563335544810349,11.6107914052476,0.001,0.26496627042043,0.0232502427105256
"Kelp forest fishes","gull island smr","ref","before","during",0.12167898205018,0.344106443320151,3.6724634336007,0.01,0.206598088470021,0.0213262787674174
"Kelp forest fishes","gull island smr","ref","before","after",0.223119731624282,0.470669801921729,7.11343964323958,0.007,0.225984275096963,0.027676706813533
"Kelp forest fishes","gull island smr","smr","before","during",0.0607720551104802,0.270787676305943,2.59939893025843,0.042,0.192052396478141,0.0255491828579073
"Kelp forest fishes","gull island smr","smr","before","after",0.150944551076034,0.442948059402193,6.36131788970111,0.006,0.25157698330031,0.0244478956816389
"Kelp forest fishes","harris point smr","ref","before","during",0.0750078824518227,0.301992426794976,2.59589527438786,0.081,0.176956863813993,0.0121641298423344
"Kelp forest fishes","harris point smr","ref","before","after",0.353602382048299,0.708465989348464,17.0109206619016,0.014,0.196452934228843,0.0214662926119015
"Kelp forest fishes","harris point smr","smr","before","during",0.0587416604969188,0.212557255018463,1.61960160054644,0.178,0.0983585706663943,0.0273039044661347
"Kelp forest fishes","harris point smr","smr","before","after",0.159746599201792,0.446169123079629,5.63923752125228,0.017,0.172309253986249,0.0252790469441583
"Kelp forest fishes","painted cave smca","ref","before","during",0.152596673859011,0.306920011928146,3.54267925446235,0.031,0.213339771733051,0.0331061069994791
"Kelp forest fishes","painted cave smca","ref","before","after",0.2744775839322,0.449473621171228,7.34799047985171,0.001,0.217757627389562,0.0311903631241856
"Kelp forest fishes","santa barbara island smr","ref","before","after",0.0392382394148353,0.213727406607187,1.08729419493024,0.5,0.289821930430038,NA
"Kelp forest fishes","santa barbara island smr","smr","before","after",0.0421219225192785,0.273062573549117,1.12690266154937,0.6,0.254907026170861,NA
"Kelp forest fishes","scorpion smr","ref","before","during",0.0843098317974312,0.302717666041526,3.47311441921089,0.019,0.21833250272557,0.0348138592075539
"Kelp forest fishes","scorpion smr","ref","before","after",0.135498212620924,0.414223828009238,6.36423028170208,0.002,0.286861893480297,0.0343374636593355
"Kelp forest fishes","scorpion smr","smr","before","during",0.0355541601666626,0.139082181926234,1.29240844137639,0.207,0.18741805107895,0.0328414663591448
"Kelp forest fishes","scorpion smr","smr","before","after",0.159457082044841,0.406438683295268,6.16271318010614,0.003,0.243923296419356,0.0275044066989448
"Kelp forest fishes","south point smr","ref","before","during",0.0805852964747808,0.274447472926466,3.0260797137148,0.009,0.176411627443266,0.018912461151945
"Kelp forest fishes","south point smr","ref","before","after",0.148904002264161,0.389828019066545,5.74993982226387,0.001,0.178928772171153,0.021402153169298
"Kelp forest fishes","south point smr","smr","before","during",0.0796570556098055,0.314752530716403,3.67461444018717,0.012,0.159636563047763,0.0232129174849088
"Kelp forest fishes","south point smr","smr","before","after",0.0856081869264837,0.302854798920843,3.909792660221,0.009,0.131006723600385,0.0236858063089466
"Kelp forest fishes","abalone cove smca","ref","before","during",0.206228285063436,0.365210296505089,3.45194915255601,0.022,0.241665523585726,0.0376030308249058
"Kelp forest fishes","abalone cove smca","ref","before","after",0.0800739134713439,0.24100275536941,2.2226948773799,0.028,0.229225007110606,0.0310696098451744
"Kelp forest fishes","point vicente smca","ref","before","during",0.148257890875984,0.232738154746156,2.42668816322184,0.027,0.270623282469754,0.04566788490964
"Kelp forest fishes","point vicente smca","ref","before","after",0.181506883663381,0.215987001762535,2.47940151532289,0.003,0.27184079092293,0.0604220254608734
"Kelp forest fishes","point vicente smca","smr","before","during",0.081378449490561,0.17480251421062,1.69464902373913,0.187,0.128896349236017,0.0566640759331758
"Kelp forest fishes","point vicente smca","smr","before","after",0.133785791768175,0.251708618001761,3.02740031024596,0.004,0.193414742727551,0.053691005101854
"Kelp forest fishes","blue cavern onshore smca","ref","before","after",0.0609404940580027,0.340292696827784,2.06329501093275,0.133333333333333,0.318182880172358,0.0274711928267049
"Kelp forest fishes","cat harbor smca","ref","before","after",0.0504446082182632,0.392644174810264,1.93944385741721,0.2,0.191010966587042,0.00666155561479456
"Kelp forest fishes","farnsworth onshore smca","ref","before","after",0.0339119630249875,0.437747432109706,1.55712025914702,0.25,0.193122399737809,NA
"Kelp forest fishes","point dume smca","ref","before","after",0.481187733811281,0.715877303423097,12.5980309219917,0.041,0.339694415966494,0.0232229707462167
"Kelp forest fishes","point dume smr","ref","before","after",0.312838763175788,0.801459968031502,4.03676759837868,0.333333333333333,0.432418220480034,NA
"Kelp forest fishes","point dume smr","smr","before","after",0.219871884317389,0.659773240649181,9.69608095947659,0.051,0.330021697094474,0.0251576865198187
"Kelp forest fishes","campus point smca","ref","before","during",0.254170640003702,0.280218630736559,2.33586455028678,0.039,0.304825515718642,0.125577625944444
"Kelp forest fishes","campus point smca","ref","before","after",0.585329946617932,0.465976094118984,6.10802741770824,0.011,0.350115968738687,0.116695720118704
"Kelp forest fishes","campus point smca","smr","before","during",0.448436926583729,0.57539566166344,8.1308023924243,0.023,0.383753041267177,0.0383647488904653
"Kelp forest fishes","campus point smca","smr","before","after",0.363743792196808,0.450903145978712,5.74820634781604,0.013,0.33706157192224,0.0634528738204288
"Kelp forest fishes","naples smca","ref","before","during",0.228611336735356,0.431075859895325,4.54622150309191,0.02,0.310067039359409,0.0454441281068945
"Kelp forest fishes","naples smca","ref","before","after",0.293329293929875,0.508763312392232,7.24975002190637,0.004,0.294406822039577,0.0333642814165622
"Kelp forest fishes","saunders reef smca","ref","before","during",0.0279455637849106,0.38771677999772,0.633231105037103,0.666666666666667,0.146231166842314,NA
"Kelp forest fishes","saunders reef smca","ref","before","after",0.0647020588320703,0.3469843235308,2.1254272204117,0.0666666666666667,0.134631214906284,0.0248668685638347
"Kelp forest fishes","stewarts point smr","ref","before","after",0.0435691900867472,0.421087734688091,2.1821323882016,0.1,0.118499791721677,0.0134047776309728
"Kelp forest fishes","stewarts point smr","smr","before","after",0.0624628657343996,0.529286456047925,3.37330291117657,0.1,0.144016434053829,0.00557602948983412
"Kelp forest fishes","abalone cove smca","smr","before","during",0.17923515699181,0.352402588855203,2.72084618306487,0.079,0.217115283974565,0.059650730597642
"Kelp forest fishes","abalone cove smca","smr","before","after",0.155294590565174,0.316537684390987,2.77883076063027,0.055,0.247376717006175,0.0627303334786712
"Kelp forest fishes","point dume smca","smr","before","after",0.400260461539937,0.628556002386658,6.7687835197268,0.0666666666666667,0.351259636012194,0.0220561012942106
"Kelp forest fishes","blue cavern onshore smca","smr","before","after",0.0325871412665696,0.751708159346526,6.05503714796364,0.333333333333333,0.231490372175441,1.09713545893022e-17
"Kelp forest fishes","crystal cove smca","ref","before","after",0.339913976177935,0.468382554719139,1.76210377923804,0.333333333333333,0.291838757947463,3.92523114670944e-17
"Kelp forest fishes","farnsworth onshore smca","smr","before","after",0.0254566326214836,0.435031473099765,0.770010102131911,1,0.17827362486525,NA
"Kelp forest fishes","laguna beach smr","smr","before","after",0.0741801727888358,0.40212046974728,1.34515550173563,0.666666666666667,0.196150688591725,1.96261557335472e-17
"Kelp forest fishes","long point smr","ref","before","after",0.0403650117226661,0.804026109531377,8.20544111880156,0.333333333333333,0.288303738691567,0
"Kelp forest fishes","long point smr","smr","before","after",0.151005022710791,0.557138587056591,2.51608548757344,0.333333333333333,0.263462463222783,1.96261557335472e-17
"Kelp forest fishes","matlahuayl smr","ref","before","after",0.0845417261327927,0.76816453979214,6.62680798790155,0.333333333333333,0.24057248503813,2.19427091786044e-17
"Kelp forest fishes","matlahuayl smr","smr","before","after",0.038988355413577,0.367554503472731,1.16232783849662,0.666666666666667,0.138759120064467,0
"Kelp forest fishes","south la jolla smr","ref","before","after",0.0918605781450957,0.413012885142607,1.40722981710747,0.333333333333333,0.226047967767087,0
