"","year","group","region3","region4","affiliated_mpa","mpa_class","mpa_designation","target_status","sum_biomass","long","lat","distance_to_port","implementation_date","size_km2","port_size","min_depth_m","max_depth_m","depth_range","implementation_year","mpa_age","landings_lb_20002006","landings_lb_sqkm_20002006"
"763",2007,"kelp","central","central","cambria smca","smca","smca","nontargeted",1.71,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",0,221099.46,2824.42250989504
"764",2007,"kelp","central","central","cambria smca","smca","smca","targeted",1.26,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",0,221099.46,2824.42250989504
"765",2008,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.25,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",1,221099.46,2824.42250989504
"766",2008,"kelp","central","central","cambria smca","smca","smca","targeted",1.56,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",1,221099.46,2824.42250989504
"767",2007,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.06,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",0,221099.46,2824.42250989504
"768",2007,"kelp","central","central","cambria smca","smca","ref","targeted",0.35,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",0,221099.46,2824.42250989504
"769",2008,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.24,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",1,221099.46,2824.42250989504
"770",2008,"kelp","central","central","cambria smca","smca","ref","targeted",1.5,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",1,221099.46,2824.42250989504
"771",2003,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.39,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-4,221099.46,2824.42250989504
"772",2003,"kelp","central","central","cambria smca","smca","ref","targeted",1.87,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-4,221099.46,2824.42250989504
"773",2004,"kelp","central","central","cambria smca","smca","ref","nontargeted",1.37,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-3,221099.46,2824.42250989504
"774",2004,"kelp","central","central","cambria smca","smca","ref","targeted",6.83,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-3,221099.46,2824.42250989504
"775",2005,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.25,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-2,221099.46,2824.42250989504
"776",2005,"kelp","central","central","cambria smca","smca","ref","targeted",0.98,-121.1364949,35.58653073,34834.46751,"09/21/2007",16.2,"small",0,344.49,344.49,"2007",-2,221099.46,2824.42250989504
"777",2006,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.69,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-1,140862314.28,993023.026044321
"778",2006,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.74,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-1,140862314.28,993023.026044321
"779",2007,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.36,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",0,140862314.28,993023.026044321
"780",2007,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.66,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",0,140862314.28,993023.026044321
"781",2008,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.34,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",1,140862314.28,993023.026044321
"782",2008,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.21,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",1,140862314.28,993023.026044321
"783",2010,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.4,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",3,140862314.28,993023.026044321
"784",2010,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.34,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",3,140862314.28,993023.026044321
"785",2011,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.23,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",4,140862314.28,993023.026044321
"786",2011,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.3,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",4,140862314.28,993023.026044321
"787",2013,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.69,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",6,140862314.28,993023.026044321
"788",2013,"kelp","central","central","carmel bay smca","smca","smca","targeted",6.31,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",6,140862314.28,993023.026044321
"789",2014,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.47,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",7,140862314.28,993023.026044321
"790",2014,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.65,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",7,140862314.28,993023.026044321
"791",2015,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.45,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",8,140862314.28,993023.026044321
"792",2015,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.51,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",8,140862314.28,993023.026044321
"793",2017,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.48,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",10,140862314.28,993023.026044321
"794",2017,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.74,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",10,140862314.28,993023.026044321
"795",2018,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.59,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",11,140862314.28,993023.026044321
"796",2018,"kelp","central","central","carmel bay smca","smca","smca","targeted",2,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",11,140862314.28,993023.026044321
"797",2019,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",1.26,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",12,140862314.28,993023.026044321
"798",2019,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.35,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",12,140862314.28,993023.026044321
"799",2020,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.73,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",13,140862314.28,993023.026044321
"800",2020,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.2,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",13,140862314.28,993023.026044321
"801",2003,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.6,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-4,140862314.28,993023.026044321
"802",2003,"kelp","central","central","carmel bay smca","smca","smca","targeted",4.32,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-4,140862314.28,993023.026044321
"803",1999,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.63,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-8,140862314.28,993023.026044321
"804",1999,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.94,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-8,140862314.28,993023.026044321
"805",2000,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.87,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-7,140862314.28,993023.026044321
"806",2000,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.58,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-7,140862314.28,993023.026044321
"807",2001,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.61,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-6,140862314.28,993023.026044321
"808",2001,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.93,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-6,140862314.28,993023.026044321
"809",2002,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.6,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-5,140862314.28,993023.026044321
"810",2002,"kelp","central","central","carmel bay smca","smca","smca","targeted",5.02,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-5,140862314.28,993023.026044321
"811",2004,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.45,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-3,140862314.28,993023.026044321
"812",2004,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.29,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-3,140862314.28,993023.026044321
"813",2005,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.6,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-2,140862314.28,993023.026044321
"814",2005,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.33,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-2,140862314.28,993023.026044321
"815",2009,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.61,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",2,140862314.28,993023.026044321
"816",2009,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.03,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",2,140862314.28,993023.026044321
"817",2016,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.35,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",9,140862314.28,993023.026044321
"818",2016,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.53,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",9,140862314.28,993023.026044321
"819",2004,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.9,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-3,140862314.28,993023.026044321
"820",2004,"kelp","central","central","carmel bay smca","smca","ref","targeted",8.56,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-3,140862314.28,993023.026044321
"821",2005,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.93,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-2,140862314.28,993023.026044321
"822",2005,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.79,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-2,140862314.28,993023.026044321
"823",2006,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",1.81,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-1,140862314.28,993023.026044321
"824",2006,"kelp","central","central","carmel bay smca","smca","ref","targeted",11.37,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-1,140862314.28,993023.026044321
"825",2009,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.62,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",2,140862314.28,993023.026044321
"826",2009,"kelp","central","central","carmel bay smca","smca","ref","targeted",3.88,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",2,140862314.28,993023.026044321
"827",2012,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.47,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",5,140862314.28,993023.026044321
"828",2012,"kelp","central","central","carmel bay smca","smca","ref","targeted",6.49,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",5,140862314.28,993023.026044321
"829",2013,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",1.74,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",6,140862314.28,993023.026044321
"830",2013,"kelp","central","central","carmel bay smca","smca","ref","targeted",16.6,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",6,140862314.28,993023.026044321
"831",2014,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.6,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",7,140862314.28,993023.026044321
"832",2014,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.73,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",7,140862314.28,993023.026044321
"833",2015,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.62,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",8,140862314.28,993023.026044321
"834",2015,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.7,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",8,140862314.28,993023.026044321
"835",2003,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",1.19,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-4,140862314.28,993023.026044321
"836",2003,"kelp","central","central","carmel bay smca","smca","ref","targeted",6.01,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-4,140862314.28,993023.026044321
"837",2010,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.49,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",3,140862314.28,993023.026044321
"838",2010,"kelp","central","central","carmel bay smca","smca","ref","targeted",3.98,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",3,140862314.28,993023.026044321
"839",2016,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.75,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",9,140862314.28,993023.026044321
"840",2016,"kelp","central","central","carmel bay smca","smca","ref","targeted",4.97,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",9,140862314.28,993023.026044321
"841",2001,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.8,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-6,140862314.28,993023.026044321
"842",2001,"kelp","central","central","carmel bay smca","smca","ref","targeted",2.15,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-6,140862314.28,993023.026044321
"843",2002,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.91,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-5,140862314.28,993023.026044321
"844",2002,"kelp","central","central","carmel bay smca","smca","ref","targeted",8.96,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",-5,140862314.28,993023.026044321
"845",2007,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.84,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",0,140862314.28,993023.026044321
"846",2007,"kelp","central","central","carmel bay smca","smca","ref","targeted",4.15,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",0,140862314.28,993023.026044321
"847",2008,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.35,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",1,140862314.28,993023.026044321
"848",2008,"kelp","central","central","carmel bay smca","smca","ref","targeted",2.5,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",1,140862314.28,993023.026044321
"849",2011,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.57,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",4,140862314.28,993023.026044321
"850",2011,"kelp","central","central","carmel bay smca","smca","ref","targeted",4.33,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",4,140862314.28,993023.026044321
"851",2017,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.28,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",10,140862314.28,993023.026044321
"852",2017,"kelp","central","central","carmel bay smca","smca","ref","targeted",3.2,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",10,140862314.28,993023.026044321
"853",2018,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.77,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",11,140862314.28,993023.026044321
"854",2018,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.76,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",11,140862314.28,993023.026044321
"855",2019,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.72,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",12,140862314.28,993023.026044321
"856",2019,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.44,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",12,140862314.28,993023.026044321
"857",2020,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.57,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",13,140862314.28,993023.026044321
"858",2020,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.6,-121.9386415,36.54822899,7768.376445,"09/21/2007",5.7,"small",0,1545.28,1545.28,"2007",13,140862314.28,993023.026044321
"859",2007,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",1.18,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",0,140862314.28,993023.026044321
"860",2007,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",4.12,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",0,140862314.28,993023.026044321
"861",2008,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",0.65,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",1,140862314.28,993023.026044321
"862",2008,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",2.46,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",1,140862314.28,993023.026044321
"863",2010,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",0.42,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",3,140862314.28,993023.026044321
"864",2010,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",4.73,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",3,140862314.28,993023.026044321
"865",2011,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",1.26,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",4,140862314.28,993023.026044321
"866",2011,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",6.33,-121.9675,36.55625014,8821.713757,"09/21/2007",1.37,"small",226.38,731.63,505.25,"2007",4,140862314.28,993023.026044321
"867",2007,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.58,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",0,140862314.28,993023.026044321
"868",2007,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.89,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",0,140862314.28,993023.026044321
"869",2008,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.36,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",1,140862314.28,993023.026044321
"870",2008,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.7,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",1,140862314.28,993023.026044321
"871",2011,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.46,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",4,140862314.28,993023.026044321
"872",2011,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.01,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",4,140862314.28,993023.026044321
"873",2012,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.72,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",5,140862314.28,993023.026044321
"874",2012,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.88,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",5,140862314.28,993023.026044321
"875",2013,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.61,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",6,140862314.28,993023.026044321
"876",2013,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",4.34,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",6,140862314.28,993023.026044321
"877",2014,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.07,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",7,140862314.28,993023.026044321
"878",2014,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",3.41,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",7,140862314.28,993023.026044321
"879",2015,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.62,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",8,140862314.28,993023.026044321
"880",2015,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.06,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",8,140862314.28,993023.026044321
"881",2017,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.44,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",10,140862314.28,993023.026044321
"882",2017,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.54,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",10,140862314.28,993023.026044321
"883",2018,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.81,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",11,140862314.28,993023.026044321
"884",2018,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.49,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",11,140862314.28,993023.026044321
"885",2020,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.46,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",13,140862314.28,993023.026044321
"886",2020,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.92,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",13,140862314.28,993023.026044321
"887",1999,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",3.87,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-8,140862314.28,993023.026044321
"888",1999,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.73,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-8,140862314.28,993023.026044321
"889",2000,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.96,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-7,140862314.28,993023.026044321
"890",2000,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.06,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-7,140862314.28,993023.026044321
"891",2001,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.41,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-6,140862314.28,993023.026044321
"892",2001,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.25,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-6,140862314.28,993023.026044321
"893",2002,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.99,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-5,140862314.28,993023.026044321
"894",2002,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.74,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-5,140862314.28,993023.026044321
"895",2003,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.65,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-4,140862314.28,993023.026044321
"896",2003,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.94,-121.9062292,36.62297011,2202.942041,"09/21/2007",0.76,"small",0,288.71,288.71,"2007",-4,140862314.28,993023.026044321
