"habitat","year","bioregion","region4","affiliated_mpa","mpa_defacto_class","target_status","mean_kg_ref","mean_kg_smr","sd_kg_ref","sd_kg_smr","n_ref","n_smr","se_kg_ref","se_kg_smr"
"Deep reef",2014,"South","South","campus point smca","SMR","Nontargeted",3.04815343717904,0.929192081462487,3.85244167714855,1.16383123721064,7,11,1.45608608830223,0.350908321192983
"Deep reef",2014,"South","South","campus point smca","SMR","Targeted",0.269491911917593,2.7261429588718,0.534138035018063,6.03449630006994,5,12,0.238873791133711,1.74200903163459
"Deep reef",2014,"South","South","point conception smr","SMR","Nontargeted",4.12617821938621,0.477491454529621,7.55841266640582,0.624322536678579,10,5,2.39017995213088,0.279205526379681
"Deep reef",2014,"South","South","point conception smr","SMR","Targeted",31.6291281985994,13.9001579558661,66.0028287980335,29.3273665691329,10,6,20.8719271015939,11.9728472656556
"Deep reef",2015,"Central","Central","año nuevo smr","SMR","Nontargeted",1.87428846087205,1.43600235183161,2.36302223658717,0.609205113593461,5,4,1.0567756706705,0.304602556796731
"Deep reef",2015,"Central","Central","año nuevo smr","SMR","Targeted",12.9459691971861,6.1483721107722,4.79886566890455,4.08850139589491,5,4,2.14611797011212,2.04425069794745
"Deep reef",2015,"North","North","bodega head smr","SMR","Nontargeted",1.94834969291337,0.451785577733275,3.10919379038005,0.933947546828768,15,8,0.802790384684896,0.330200321817581
"Deep reef",2015,"North","North","bodega head smr","SMR","Targeted",14.209242511968,6.14841025036526,9.31499199316825,4.19974975555733,17,10,2.2592174052715,1.32807748302966
"Deep reef",2015,"North","North","southeast farallon island smca","SMR","Nontargeted",2.46291135618098,2.56299277553577,1.97759422336674,3.23265697336215,13,6,0.548485951877706,1.31972668303118
"Deep reef",2015,"North","North","southeast farallon island smca","SMR","Targeted",44.2012211570115,33.9880766391427,33.9803894656111,36.0768502042522,13,6,9.42446435219209,14.7283124212068
"Deep reef",2016,"Central","Central","big creek smca","SMR","Nontargeted",10.4653345715085,2.75807445401517,14.2545309995607,0,22,1,3.0390762204196,0
"Deep reef",2016,"Central","Central","big creek smca","SMR","Targeted",138.173140852368,32.3949133197546,166.527851303535,0,22,1,35.5038571910743,0
"Deep reef",2016,"Central","Central","big creek smr","SMR","Nontargeted",10.4653345715085,18.6895556500116,14.2545309995607,34.7560194946806,22,4,3.0390762204196,17.3780097473403
"Deep reef",2016,"Central","Central","big creek smr","SMR","Targeted",138.173140852368,68.5022145989009,166.527851303535,49.4334534951535,22,4,35.5038571910743,24.7167267475767
"Deep reef",2016,"Central","Central","point buchon smca","SMR","Nontargeted",5.72483429060994,4.01861972648469,9.99931974852597,2.53515975399864,8,7,3.53529340071764,0.958200320414299
"Deep reef",2016,"Central","Central","point buchon smca","SMR","Targeted",11.2965644972389,14.6755248657052,9.90986700027094,10.6153671380651,8,7,3.50366707827419,4.01223164613826
"Deep reef",2016,"Central","Central","point lobos smr","SMR","Nontargeted",35.6444216206161,38.0633921469981,32.9587572485655,42.9368808949073,8,16,11.652680374971,10.7342202237268
"Deep reef",2016,"Central","Central","point lobos smr","SMR","Targeted",33.7421442431772,101.002289701607,43.958313506016,193.537082705331,8,16,15.5416107848141,48.3842706763328
"Deep reef",2016,"Central","Central","point sur smca","SMR","Nontargeted",12.0660855598753,72.3332605086325,15.4032258893776,28.5525718114873,8,8,5.44586273926353,10.0948585741093
"Deep reef",2016,"Central","Central","point sur smca","SMR","Targeted",29.9221899945733,18.980580177991,36.2555165982625,30.1483324630093,8,8,12.8182608210264,10.6590451630302
"Deep reef",2016,"Central","Central","portuguese ledge smca","SMR","Nontargeted",3.38800352544467,19.5434932285971,1.90880331380609,34.2781950785693,6,9,0.779265689693093,11.4260650261898
"Deep reef",2016,"Central","Central","portuguese ledge smca","SMR","Targeted",16.5856050881725,25.5366205887984,10.8777965551701,19.9130271673047,6,9,4.44084184766191,6.6376757224349
"Deep reef",2019,"Central","Central","año nuevo smr","SMR","Nontargeted",1.16033512356914,1.41722184943651,1.44876235028657,1.58459657042977,5,5,0.647906219696628,0.708653129678802
"Deep reef",2019,"Central","Central","año nuevo smr","SMR","Targeted",15.0997138653883,8.09358868976034,5.69713672200007,9.83640202931891,5,5,2.54783699750049,4.39897271831479
"Deep reef",2019,"Central","Central","point buchon smca","SMR","Nontargeted",4.60834680469676,5.8130328385431,3.87016276423679,4.73397774235964,7,7,1.46278402964469,1.78927540262837
"Deep reef",2019,"Central","Central","point buchon smca","SMR","Targeted",30.8433313454009,14.7567783324174,33.3464666489627,7.81457815158084,7,7,12.603779693695,2.95363291285167
"Deep reef",2019,"Central","Central","point lobos smr","SMR","Nontargeted",4.2272742365609,3.96223912418282,3.61300660815174,5.27057799535069,10,13,1.1425330082999,1.4617953241207
"Deep reef",2019,"Central","Central","point lobos smr","SMR","Targeted",73.9613487648556,32.0575644422636,70.2236978032613,19.6440723545045,10,13,22.2066830777669,5.44828539485311
"Deep reef",2019,"Central","Central","point sur smca","SMR","Nontargeted",4.59482449800363,4.65590422044942,2.88238509365399,3.92893775177019,9,8,0.960795031217996,1.38908926356826
"Deep reef",2019,"Central","Central","point sur smca","SMR","Targeted",41.955974010178,82.9441837107096,43.9438878468579,90.0813403850371,9,8,14.6479626156193,31.8485633223167
"Deep reef",2019,"Central","Central","portuguese ledge smca","SMR","Nontargeted",1.10509059180563,6.04456227549059,0.555205076800543,3.4439287291564,6,6,0.226661523460679,1.40597801615749
"Deep reef",2019,"Central","Central","portuguese ledge smca","SMR","Targeted",21.4808264503362,115.557646690484,25.2196757420913,95.1730941652768,6,6,10.2958895077617,38.8542529911305
"Deep reef",2019,"North","North","bodega head smr","SMR","Nontargeted",0.701027666602823,0.778338865040736,0.749936598308149,0.784926245038108,17,9,0.181886341608288,0.261642081679369
"Deep reef",2019,"North","North","bodega head smr","SMR","Targeted",26.9309311704801,15.2883129842212,25.6482948459579,9.24462272945442,17,10,6.22062522158056,2.92340639340385
"Deep reef",2019,"North","North","southeast farallon island smca","SMR","Nontargeted",2.8261369042818,2.11999103337882,5.92755526253489,1.89862710888333,12,4,1.71113781323045,0.949313554441667
"Deep reef",2019,"North","North","southeast farallon island smca","SMR","Targeted",27.8824472939973,46.3235694522887,20.6612117377533,25.3449231494297,12,4,5.96437807928787,12.6724615747148
"Deep reef",2019,"South","N. Channel Islands","carrington point smr","SMR","Nontargeted",3.92569971743475,2.05019407557944,6.30947899298644,3.52436875054011,12,12,1.8213896975235,1.01739762342392
"Deep reef",2019,"South","N. Channel Islands","carrington point smr","SMR","Targeted",34.1458999151739,19.0994416757186,32.5118436928996,19.057920125941,12,12,9.38536085397332,5.50154765745321
"Deep reef",2019,"South","N. Channel Islands","gull island smr","SMR","Nontargeted",3.89977922316708,9.55157999009366,6.51364316269917,10.0513046202345,14,18,1.74084436103735,2.36911521891316
"Deep reef",2019,"South","N. Channel Islands","gull island smr","SMR","Targeted",39.8103947040309,106.363274881788,48.0325795228099,94.1466534983003,13,18,13.3218406432533,22.1905790382228
"Deep reef",2019,"South","N. Channel Islands","harris point smr","SMR","Nontargeted",5.88402735312937,2.77719881529502,5.41551728308402,2.08583753892665,10,14,1.71253693225523,0.55746353108109
"Deep reef",2019,"South","N. Channel Islands","harris point smr","SMR","Targeted",62.3007090936002,109.315642477726,65.2113365686355,78.7476640820777,10,14,20.6216352820717,21.0461985002785
"Deep reef",2019,"South","N. Channel Islands","south point smr","SMR","Nontargeted",3.04741127824183,17.099392858679,2.91914085804062,13.779810343636,12,14,0.842683380096094,3.68280922575784
"Deep reef",2019,"South","N. Channel Islands","south point smr","SMR","Targeted",38.453385872511,89.2107837366914,31.1824842392522,43.6708330423466,12,14,9.00160783476675,11.6715210742477
"Deep reef",2019,"South","South","campus point smca","SMR","Nontargeted",4.34704286046779,1.38555735104977,5.4557276748654,1.09566549715173,6,12,2.22729149650019,0.316291384861169
"Deep reef",2019,"South","South","campus point smca","SMR","Targeted",0.66240019510817,5.33503317043542,0.820815025778268,7.87522371801658,6,12,0.335096331061029,2.2733812667627
"Deep reef",2019,"South","South","point conception smr","SMR","Nontargeted",3.93059097698225,0.689418009703794,6.43714606244631,0.88538436834384,6,10,2.62795387545989,0.279983120867602
"Deep reef",2019,"South","South","point conception smr","SMR","Targeted",4.03661184634917,12.0296934464907,3.79132605308571,17.2775815488851,6,8,1.54780237976335,6.10854753786011
