"year","group","region3","region4","affiliated_mpa","mpa_class","mpa_designation","target_status","sum_biomass"
2018,"ccfrp","central","central","point buchon smr","smr","ref","targeted",33.9921782177391
2018,"ccfrp","central","central","point buchon smr","smr","smr","nontargeted",0
2018,"ccfrp","central","central","point buchon smr","smr","smr","targeted",133.859576416898
2018,"ccfrp","south","south","point conception smr","smr","ref","nontargeted",0.112135193866982
2018,"ccfrp","south","south","point conception smr","smr","ref","targeted",12.7151450429584
2018,"ccfrp","south","south","point conception smr","smr","smr","nontargeted",0.134411533093433
2018,"ccfrp","south","south","point conception smr","smr","smr","targeted",7.346431219445
2018,"ccfrp","central","central","point lobos smr","smr","ref","nontargeted",0
2018,"ccfrp","central","central","point lobos smr","smr","ref","targeted",67.6422657864627
2018,"ccfrp","central","central","point lobos smr","smr","smr","nontargeted",0
2018,"ccfrp","central","central","point lobos smr","smr","smr","targeted",204.396282979111
2018,"ccfrp","north","north","south cape mendocino smr","smr","ref","nontargeted",4.20933331801289
2018,"ccfrp","north","north","south cape mendocino smr","smr","ref","targeted",129.024235449731
2018,"ccfrp","north","north","south cape mendocino smr","smr","smr","nontargeted",9.33312546150333
2018,"ccfrp","north","north","south cape mendocino smr","smr","smr","targeted",141.821088308918
2018,"ccfrp","south","south","south la jolla smr","smr","ref","nontargeted",0
2018,"ccfrp","south","south","south la jolla smr","smr","ref","targeted",12.9805995199558
2018,"ccfrp","south","south","south la jolla smr","smr","smr","nontargeted",0
2018,"ccfrp","south","south","south la jolla smr","smr","smr","targeted",16.0508203311223
2018,"ccfrp","north","north","southeast farallon island smr","smr","ref","nontargeted",0
2018,"ccfrp","north","north","southeast farallon island smr","smr","ref","targeted",79.8640768504469
2018,"ccfrp","north","north","southeast farallon island smr","smr","smr","nontargeted",3.97446258623598
2018,"ccfrp","north","north","southeast farallon island smr","smr","smr","targeted",113.59212054151
2018,"ccfrp","north","north","stewarts point smr","smr","ref","nontargeted",0.381957117530171
2018,"ccfrp","north","north","stewarts point smr","smr","ref","targeted",59.0814521160523
2018,"ccfrp","north","north","stewarts point smr","smr","smr","nontargeted",9.13384875621095
2018,"ccfrp","north","north","stewarts point smr","smr","smr","targeted",197.531240487189
2018,"ccfrp","south","south","swami's smca","smr","ref","nontargeted",0.0123534952034767
2018,"ccfrp","south","south","swami's smca","smr","ref","targeted",3.50352160596095
2018,"ccfrp","south","south","swami's smca","smr","smr","nontargeted",0.0765213555464891
2018,"ccfrp","south","south","swami's smca","smr","smr","targeted",15.6570151183228
2018,"ccfrp","north","north","ten mile smr","smr","ref","nontargeted",2.37258131237755
2018,"ccfrp","north","north","ten mile smr","smr","ref","targeted",70.4366534240284
2018,"ccfrp","north","north","ten mile smr","smr","smr","nontargeted",2.21693557922633
2018,"ccfrp","north","north","ten mile smr","smr","smr","targeted",87.8319611069286
2019,"ccfrp","south","north islands","anacapa island smr","smr","ref","nontargeted",0.351834860899201
2019,"ccfrp","south","north islands","anacapa island smr","smr","ref","targeted",13.745249077353
2019,"ccfrp","south","north islands","anacapa island smr","smr","smr","nontargeted",0.478941861201522
2019,"ccfrp","south","north islands","anacapa island smr","smr","smr","targeted",110.57373105491
2019,"ccfrp","central","central","ano nuevo smr","smr","ref","nontargeted",0
2019,"ccfrp","central","central","ano nuevo smr","smr","ref","targeted",79.3947281978554
2019,"ccfrp","central","central","ano nuevo smr","smr","smr","nontargeted",0
2019,"ccfrp","central","central","ano nuevo smr","smr","smr","targeted",100.089583171617
2019,"ccfrp","north","north","bodega head smr","smr","ref","nontargeted",0.0788523412406311
2019,"ccfrp","north","north","bodega head smr","smr","ref","targeted",27.6462664572455
2019,"ccfrp","north","north","bodega head smr","smr","smr","nontargeted",0.330218575384216
2019,"ccfrp","north","north","bodega head smr","smr","smr","targeted",51.9597783873179
2019,"ccfrp","south","north islands","carrington point smr","smr","ref","nontargeted",0.0592721162988386
2019,"ccfrp","south","north islands","carrington point smr","smr","ref","targeted",60.2140540157737
2019,"ccfrp","south","north islands","carrington point smr","smr","smr","nontargeted",0
2019,"ccfrp","south","north islands","carrington point smr","smr","smr","targeted",145.233230021569
2019,"ccfrp","central","central","piedras blancas smr","smr","ref","nontargeted",0
2019,"ccfrp","central","central","piedras blancas smr","smr","ref","targeted",97.7164290532679
2019,"ccfrp","central","central","piedras blancas smr","smr","smr","nontargeted",0
2019,"ccfrp","central","central","piedras blancas smr","smr","smr","targeted",138.346158073973
2019,"ccfrp","central","central","point buchon smr","smr","ref","nontargeted",0
2019,"ccfrp","central","central","point buchon smr","smr","ref","targeted",20.0853181074788
2019,"ccfrp","central","central","point buchon smr","smr","smr","nontargeted",0.0125312126850671
2019,"ccfrp","central","central","point buchon smr","smr","smr","targeted",90.7522657529177
2019,"ccfrp","central","central","point lobos smr","smr","ref","nontargeted",0
2019,"ccfrp","central","central","point lobos smr","smr","ref","targeted",43.0837776018569
2019,"ccfrp","central","central","point lobos smr","smr","smr","nontargeted",0
2019,"ccfrp","central","central","point lobos smr","smr","smr","targeted",195.403671353504
2019,"ccfrp","north","north","south cape mendocino smr","smr","ref","nontargeted",3.03210639873353
2019,"ccfrp","north","north","south cape mendocino smr","smr","ref","targeted",114.513613009927
2019,"ccfrp","north","north","south cape mendocino smr","smr","smr","nontargeted",5.56188076881099
2019,"ccfrp","north","north","south cape mendocino smr","smr","smr","targeted",92.1599880354857
2019,"ccfrp","south","south","south la jolla smr","smr","ref","nontargeted",0.0360537093461411
2019,"ccfrp","south","south","south la jolla smr","smr","ref","targeted",8.69626859474074
2019,"ccfrp","south","south","south la jolla smr","smr","smr","nontargeted",0.0219479537960301
2019,"ccfrp","south","south","south la jolla smr","smr","smr","targeted",13.3402742937263
2019,"ccfrp","north","north","stewarts point smr","smr","ref","nontargeted",0.683822793167685
2019,"ccfrp","north","north","stewarts point smr","smr","ref","targeted",47.7928524676788
2019,"ccfrp","north","north","stewarts point smr","smr","smr","nontargeted",6.31165881232376
2019,"ccfrp","north","north","stewarts point smr","smr","smr","targeted",178.646344136387
2019,"ccfrp","south","south","swami's smca","smr","ref","nontargeted",0.194553510040322
2019,"ccfrp","south","south","swami's smca","smr","ref","targeted",2.37474036770523
2019,"ccfrp","south","south","swami's smca","smr","smr","nontargeted",0.156459284535603
2019,"ccfrp","south","south","swami's smca","smr","smr","targeted",16.9521613448742
2019,"ccfrp","north","north","ten mile smr","smr","ref","nontargeted",0.148506351171313
2019,"ccfrp","north","north","ten mile smr","smr","ref","targeted",44.1719857319157
2019,"ccfrp","north","north","ten mile smr","smr","smr","nontargeted",5.85367438410546
2019,"ccfrp","north","north","ten mile smr","smr","smr","targeted",104.419006451569
2020,"ccfrp","south","north islands","anacapa island smr","smr","ref","nontargeted",0
2020,"ccfrp","south","north islands","anacapa island smr","smr","ref","targeted",20.6760866370288
2020,"ccfrp","south","north islands","anacapa island smr","smr","smr","nontargeted",9.17326667031298
2020,"ccfrp","south","north islands","anacapa island smr","smr","smr","targeted",145.049565799453
2020,"ccfrp","central","central","ano nuevo smr","smr","ref","nontargeted",0
2020,"ccfrp","central","central","ano nuevo smr","smr","ref","targeted",76.2349481851105
2020,"ccfrp","central","central","ano nuevo smr","smr","smr","nontargeted",0
2020,"ccfrp","central","central","ano nuevo smr","smr","smr","targeted",81.3391233327256
2020,"ccfrp","north","north","bodega head smr","smr","ref","nontargeted",0
2020,"ccfrp","north","north","bodega head smr","smr","ref","targeted",46.3131384724854
2020,"ccfrp","north","north","bodega head smr","smr","smr","nontargeted",0.300201320707084
2020,"ccfrp","north","north","bodega head smr","smr","smr","targeted",85.687960976461
2020,"ccfrp","south","north islands","carrington point smr","smr","ref","nontargeted",0.0733384742036685
2020,"ccfrp","south","north islands","carrington point smr","smr","ref","targeted",93.3289264885267
2020,"ccfrp","south","north islands","carrington point smr","smr","smr","nontargeted",0.0245408468134087
2020,"ccfrp","south","north islands","carrington point smr","smr","smr","targeted",183.713081453299
2020,"ccfrp","central","central","piedras blancas smr","smr","ref","nontargeted",0
2020,"ccfrp","central","central","piedras blancas smr","smr","ref","targeted",109.140143081506
2020,"ccfrp","central","central","piedras blancas smr","smr","smr","nontargeted",0
2020,"ccfrp","central","central","piedras blancas smr","smr","smr","targeted",212.71936017662
2020,"ccfrp","central","central","point buchon smr","smr","ref","nontargeted",0.0838325369642115
2020,"ccfrp","central","central","point buchon smr","smr","ref","targeted",30.7571126983025
2020,"ccfrp","central","central","point buchon smr","smr","smr","nontargeted",0
2020,"ccfrp","central","central","point buchon smr","smr","smr","targeted",127.612151109539
2020,"ccfrp","central","central","point lobos smr","smr","ref","nontargeted",0
2020,"ccfrp","central","central","point lobos smr","smr","ref","targeted",48.6410412106013
2020,"ccfrp","central","central","point lobos smr","smr","smr","nontargeted",0
2020,"ccfrp","central","central","point lobos smr","smr","smr","targeted",191.912185433517
2020,"ccfrp","north","north","south cape mendocino smr","smr","ref","nontargeted",0
2020,"ccfrp","north","north","south cape mendocino smr","smr","ref","targeted",117.847776994737
2020,"ccfrp","north","north","south cape mendocino smr","smr","smr","nontargeted",1.12164579695137
2020,"ccfrp","north","north","south cape mendocino smr","smr","smr","targeted",146.093620229892
2020,"ccfrp","south","south","south la jolla smr","smr","ref","nontargeted",0
2020,"ccfrp","south","south","south la jolla smr","smr","ref","targeted",13.0623333058053
2020,"ccfrp","south","south","south la jolla smr","smr","smr","nontargeted",0
2020,"ccfrp","south","south","south la jolla smr","smr","smr","targeted",23.0192696249378
2020,"ccfrp","north","north","stewarts point smr","smr","ref","nontargeted",0.054660465869862
2020,"ccfrp","north","north","stewarts point smr","smr","ref","targeted",29.7297187076732
2020,"ccfrp","north","north","stewarts point smr","smr","smr","nontargeted",1.99835729194639
2020,"ccfrp","north","north","stewarts point smr","smr","smr","targeted",177.836876680208
2020,"ccfrp","south","south","swami's smca","smr","ref","nontargeted",0
2020,"ccfrp","south","south","swami's smca","smr","ref","targeted",5.4209681153117
2020,"ccfrp","south","south","swami's smca","smr","smr","nontargeted",0.215767418277726
2020,"ccfrp","south","south","swami's smca","smr","smr","targeted",22.747189435332
2020,"ccfrp","north","north","ten mile smr","smr","ref","nontargeted",1.83693631312518
2020,"ccfrp","north","north","ten mile smr","smr","ref","targeted",83.5183343093763
2020,"ccfrp","north","north","ten mile smr","smr","smr","nontargeted",4.29115367249009
2020,"ccfrp","north","north","ten mile smr","smr","smr","targeted",140.204389890774
2008,"kelp","central","central","asilomar smr","smr","smr","nontargeted",0.791
2007,"kelp","central","central","asilomar smr","smr","smr","nontargeted",0.3
2007,"kelp","central","central","asilomar smr","smr","smr","targeted",1.17
2008,"kelp","central","central","asilomar smr","smr","smr","nontargeted",0.25
2008,"kelp","central","central","asilomar smr","smr","smr","targeted",0.94
2011,"kelp","central","central","asilomar smr","smr","smr","nontargeted",0.22
2011,"kelp","central","central","asilomar smr","smr","smr","targeted",1.24
2007,"kelp","central","central","asilomar smr","smr","ref","nontargeted",0.58
2007,"kelp","central","central","asilomar smr","smr","ref","targeted",3.35
2008,"kelp","central","central","asilomar smr","smr","ref","nontargeted",0.29
2008,"kelp","central","central","asilomar smr","smr","ref","targeted",1.86
2011,"kelp","central","central","asilomar smr","smr","ref","nontargeted",0.36
2011,"kelp","central","central","asilomar smr","smr","ref","targeted",1.89
2001,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.66
2001,"kelp","central","central","big creek smr","smr","smr","targeted",4.18
2002,"kelp","central","central","big creek smr","smr","smr","nontargeted",1.15
2002,"kelp","central","central","big creek smr","smr","smr","targeted",11.43
2003,"kelp","central","central","big creek smr","smr","smr","nontargeted",1
2003,"kelp","central","central","big creek smr","smr","smr","targeted",8.18
2004,"kelp","central","central","big creek smr","smr","smr","nontargeted",1.64
2004,"kelp","central","central","big creek smr","smr","smr","targeted",13.97
2005,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.67
2005,"kelp","central","central","big creek smr","smr","smr","targeted",5.8
2006,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.48
2006,"kelp","central","central","big creek smr","smr","smr","targeted",8.83
2009,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.55
2009,"kelp","central","central","big creek smr","smr","smr","targeted",2.37
2010,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.25
2010,"kelp","central","central","big creek smr","smr","smr","targeted",1.9
2011,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.44
2011,"kelp","central","central","big creek smr","smr","smr","targeted",4.39
2007,"kelp","central","central","big creek smr","smr","smr","nontargeted",1.7
2007,"kelp","central","central","big creek smr","smr","smr","targeted",5.43
2008,"kelp","central","central","big creek smr","smr","smr","nontargeted",0.36
2008,"kelp","central","central","big creek smr","smr","smr","targeted",3.64
2015,"kelp","central","central","big creek smr","smr","smr","nontargeted",1.16
2015,"kelp","central","central","big creek smr","smr","smr","targeted",6.62
2004,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.87
2004,"kelp","central","central","big creek smr","smr","ref","targeted",9.76
2002,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.81
2002,"kelp","central","central","big creek smr","smr","ref","targeted",9.77
2005,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.49
2005,"kelp","central","central","big creek smr","smr","ref","targeted",4.76
2006,"kelp","central","central","big creek smr","smr","ref","nontargeted",2.19
2006,"kelp","central","central","big creek smr","smr","ref","targeted",5.1
2007,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.42
2007,"kelp","central","central","big creek smr","smr","ref","targeted",3.64
2008,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.96
2008,"kelp","central","central","big creek smr","smr","ref","targeted",3.87
2009,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.48
2009,"kelp","central","central","big creek smr","smr","ref","targeted",1.58
2010,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.17
2010,"kelp","central","central","big creek smr","smr","ref","targeted",2.62
2011,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.36
2011,"kelp","central","central","big creek smr","smr","ref","targeted",5.51
2001,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.86
2001,"kelp","central","central","big creek smr","smr","ref","targeted",4.03
2003,"kelp","central","central","big creek smr","smr","ref","nontargeted",0.84
2003,"kelp","central","central","big creek smr","smr","ref","targeted",8.24
2015,"kelp","central","central","big creek smr","smr","ref","nontargeted",1.01
2015,"kelp","central","central","big creek smr","smr","ref","targeted",2.05
2002,"kelp","central","central","cambria smca","smca","smca","nontargeted",1.56
2002,"kelp","central","central","cambria smca","smca","smca","targeted",6.02
2003,"kelp","central","central","cambria smca","smca","smca","nontargeted",1.93
2003,"kelp","central","central","cambria smca","smca","smca","targeted",9.53
2004,"kelp","central","central","cambria smca","smca","smca","nontargeted",1.2
2004,"kelp","central","central","cambria smca","smca","smca","targeted",6.88
2005,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.84
2005,"kelp","central","central","cambria smca","smca","smca","targeted",6.95
2006,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.55
2006,"kelp","central","central","cambria smca","smca","smca","targeted",4.7
2009,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.48
2009,"kelp","central","central","cambria smca","smca","smca","targeted",3.1
2010,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.47
2010,"kelp","central","central","cambria smca","smca","smca","targeted",2.38
2011,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.14
2011,"kelp","central","central","cambria smca","smca","smca","targeted",2.21
2007,"kelp","central","central","cambria smca","smca","smca","nontargeted",1.71
2007,"kelp","central","central","cambria smca","smca","smca","targeted",1.26
2008,"kelp","central","central","cambria smca","smca","smca","nontargeted",0.25
2008,"kelp","central","central","cambria smca","smca","smca","targeted",1.56
2007,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.06
2007,"kelp","central","central","cambria smca","smca","ref","targeted",0.35
2008,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.24
2008,"kelp","central","central","cambria smca","smca","ref","targeted",1.5
2003,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.39
2003,"kelp","central","central","cambria smca","smca","ref","targeted",1.87
2004,"kelp","central","central","cambria smca","smca","ref","nontargeted",1.37
2004,"kelp","central","central","cambria smca","smca","ref","targeted",6.83
2005,"kelp","central","central","cambria smca","smca","ref","nontargeted",0.25
2005,"kelp","central","central","cambria smca","smca","ref","targeted",0.98
2006,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.69
2006,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.74
2007,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.36
2007,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.66
2008,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.34
2008,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.21
2010,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.4
2010,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.34
2011,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.23
2011,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.3
2013,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.69
2013,"kelp","central","central","carmel bay smca","smca","smca","targeted",6.31
2014,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.47
2014,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.65
2015,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.45
2015,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.51
2017,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.48
2017,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.74
2018,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.59
2018,"kelp","central","central","carmel bay smca","smca","smca","targeted",2
2019,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",1.26
2019,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.35
2020,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.73
2020,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.2
2003,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.6
2003,"kelp","central","central","carmel bay smca","smca","smca","targeted",4.32
1999,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.63
1999,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.94
2000,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.87
2000,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.58
2001,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.61
2001,"kelp","central","central","carmel bay smca","smca","smca","targeted",3.93
2002,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.6
2002,"kelp","central","central","carmel bay smca","smca","smca","targeted",5.02
2004,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.45
2004,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.29
2005,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.6
2005,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.33
2009,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.61
2009,"kelp","central","central","carmel bay smca","smca","smca","targeted",2.03
2016,"kelp","central","central","carmel bay smca","smca","smca","nontargeted",0.35
2016,"kelp","central","central","carmel bay smca","smca","smca","targeted",1.53
2004,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.9
2004,"kelp","central","central","carmel bay smca","smca","ref","targeted",8.56
2005,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.93
2005,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.79
2006,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",1.81
2006,"kelp","central","central","carmel bay smca","smca","ref","targeted",11.37
2009,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.62
2009,"kelp","central","central","carmel bay smca","smca","ref","targeted",3.88
2012,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.47
2012,"kelp","central","central","carmel bay smca","smca","ref","targeted",6.49
2013,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",1.74
2013,"kelp","central","central","carmel bay smca","smca","ref","targeted",16.6
2014,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.6
2014,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.73
2015,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.62
2015,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.7
2003,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",1.19
2003,"kelp","central","central","carmel bay smca","smca","ref","targeted",6.01
2010,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.49
2010,"kelp","central","central","carmel bay smca","smca","ref","targeted",3.98
2016,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.75
2016,"kelp","central","central","carmel bay smca","smca","ref","targeted",4.97
2001,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.8
2001,"kelp","central","central","carmel bay smca","smca","ref","targeted",2.15
2002,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.91
2002,"kelp","central","central","carmel bay smca","smca","ref","targeted",8.96
2007,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.84
2007,"kelp","central","central","carmel bay smca","smca","ref","targeted",4.15
2008,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.35
2008,"kelp","central","central","carmel bay smca","smca","ref","targeted",2.5
2011,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.57
2011,"kelp","central","central","carmel bay smca","smca","ref","targeted",4.33
2017,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.28
2017,"kelp","central","central","carmel bay smca","smca","ref","targeted",3.2
2018,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.77
2018,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.76
2019,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.72
2019,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.44
2020,"kelp","central","central","carmel bay smca","smca","ref","nontargeted",0.57
2020,"kelp","central","central","carmel bay smca","smca","ref","targeted",5.6
2007,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",1.18
2007,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",4.12
2008,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",0.65
2008,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",2.46
2010,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",0.42
2010,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",4.73
2011,"kelp","central","central","carmel pinnacles smr","smr","smr","nontargeted",1.26
2011,"kelp","central","central","carmel pinnacles smr","smr","smr","targeted",6.33
2007,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.58
2007,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.89
2008,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.36
2008,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.7
2011,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.46
2011,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.01
2012,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.72
2012,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.88
2013,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.61
2013,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",4.34
2014,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.07
2014,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",3.41
2015,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.62
2015,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.06
2017,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.44
2017,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.54
2018,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.81
2018,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.49
2020,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.46
2020,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",0.92
1999,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",3.87
1999,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.73
2000,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.96
2000,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.06
2001,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.41
2001,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.25
2002,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.99
2002,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.74
2003,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.65
2003,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",2.94
2004,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.18
2004,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.76
2005,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",1.19
2005,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.97
2006,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.35
2006,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",4.87
2009,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.97
2009,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.91
2016,"kelp","central","central","lovers point - julia platt smr","smr","ref","nontargeted",0.57
2016,"kelp","central","central","lovers point - julia platt smr","smr","ref","targeted",1.87
1999,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.52
1999,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",1.56
2000,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",2.45
2000,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",1.99
2001,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",2.46
2001,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",3.07
2002,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.8
2002,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",4.9
2003,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",2.21
2003,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",3.68
2004,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.1
2004,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",4.31
2005,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.43
2005,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",2.19
2006,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.89
2006,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",4.75
2009,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.52
2009,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",2.09
2010,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.65
2010,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",2.76
2007,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.44
2007,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",0.83
2008,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.07
2008,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",1.32
2011,"kelp","central","central","lovers point - julia platt smr","smr","smr","nontargeted",1.37
2011,"kelp","central","central","lovers point - julia platt smr","smr","smr","targeted",2.05
