"join_ID","group","variable","indicator","mlpa_region","region4","affiliated_mpa","mpa_defacto_class","mpa_defacto_designation","year","target_status","mean","sd","n"
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2011,"targeted",1.34256142197441,0.682882822367995,11
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2012,"targeted",1.60809179226226,0.441194548084665,11
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2013,"targeted",1.71237569665053,0.319923489875016,12
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2014,"targeted",1.56052227769385,0.244172011398358,12
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2016,"targeted",1.35609770734239,0.406384784607678,12
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2017,"targeted",0.975716391796645,0.380789802909451,13
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2018,"targeted",0.960455454436806,0.354915166097199,10
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2019,"targeted",1.46874491821028,0.199013827670019,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","piedras blancas smr","smr","smr",2020,"targeted",1.38592437284622,0.417702924332421,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2007,"targeted",1.33283662898366,0.274673115351803,10
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2008,"targeted",1.1976640162413,0.315002076030734,10
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2009,"targeted",1.06816930272606,0.533927755002462,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2010,"targeted",0.983501711442477,0.380549104806161,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2011,"targeted",1.54536277091272,0.168732972903767,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2012,"targeted",1.57211490587265,0.307371491635704,11
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2013,"targeted",1.51959046977823,0.312218384457079,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2014,"targeted",1.64634461192621,0.230955658505863,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2015,"targeted",1.48953281618484,0.272253906779637,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2016,"targeted",1.15718630307317,0.318502323267492,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2017,"targeted",0.8619117981741,0.420360848033439,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2018,"targeted",1.2237339433387,0.215404310788147,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2019,"targeted",1.12464845189212,0.344004810890892,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","ref",2020,"targeted",1.04656785528077,0.272989938387809,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2007,"targeted",1.41321272180731,0.225421334742788,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2008,"targeted",1.39797576521044,0.188120917624929,10
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2009,"targeted",1.28630362436957,0.372486773114345,11
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2010,"targeted",1.22814046091187,0.306167807627681,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2011,"targeted",1.49513237693294,0.303069524772684,10
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2012,"targeted",1.69259214241411,0.251786701888126,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2013,"targeted",1.92523074657388,0.2429123620044,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2014,"targeted",1.76548676570995,0.206174396324961,10
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2015,"targeted",1.46784591822091,0.282164978614808,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2016,"targeted",1.03521850572011,0.246763627400587,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2017,"targeted",0.807561846107313,0.230767761376762,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2018,"targeted",1.20802936685997,0.296580847643226,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2019,"targeted",1.17062669911908,0.293693621033306,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point buchon smr","smr","smr",2020,"targeted",1.25179329964012,0.187586862045874,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2007,"targeted",1.50814706947053,0.218304744015643,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2008,"targeted",1.52040281282689,0.159288363163287,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2009,"targeted",1.41437848250481,0.265366676358419,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2010,"targeted",1.36854849462349,0.205981772143213,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2011,"targeted",1.65534655572949,0.472068925447412,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2012,"targeted",1.95518609926713,0.205530494284477,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2013,"targeted",1.51175965647459,0.492082288491336,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2014,"targeted",1.77561199191835,0.32540665994677,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2015,"targeted",1.6877780395463,0.260463586995489,6
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2016,"targeted",1.50176821886371,0.234328193488678,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2017,"targeted",1.23959955385853,0.149375535713617,9
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2018,"targeted",1.30676059186077,0.233603994291286,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2019,"targeted",1.23882495244622,0.128013708847048,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2020,"targeted",1.13354772870359,0.261215427806966,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2007,"targeted",1.45665966597715,0.141972308467786,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2008,"targeted",1.38188607073918,0.181319675100307,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2009,"targeted",1.51683178481238,0.253430948608867,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2010,"targeted",1.45333410405685,0.555416292539399,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2011,"targeted",1.78787766065867,0.219369735234517,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2012,"targeted",1.94444164327322,0.22906092953109,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2013,"targeted",1.49695268468119,0.640812737311206,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2014,"targeted",1.8114776016885,0.225959862563737,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2015,"targeted",1.71166372778121,0.265340957404758,6
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2016,"targeted",1.48555555483415,0.2899810443777,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2017,"targeted",1.05696520347554,0.298615047374877,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2018,"targeted",1.24029413830548,0.337835198221209,7
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2019,"targeted",1.09499995232621,0.296383443077079,8
"ccfrp","ccfrp","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2020,"targeted",1.11205531919461,0.251678941121119,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","ref",2017,"targeted",1.64539218186673,0.361735572670982,5
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","ref",2018,"targeted",1.51519487738191,0.601393949202943,10
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","ref",2019,"targeted",1.6760340392032,0.267050880857276,6
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","ref",2020,"targeted",1.80817436357739,0.213457203377316,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","smr",2017,"targeted",1.22347374712349,0.699727856808344,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","smr",2018,"targeted",1.58126903038868,0.298009204232506,9
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","smr",2019,"targeted",1.62398275626695,0.390087954688382,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","bodega head smr","smr","smr",2020,"targeted",1.59270499619186,0.412956732359007,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","ref",2017,"targeted",1.34293633681924,0.445185709882096,11
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","ref",2018,"targeted",1.71381663931911,0.3074850624312,12
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","ref",2019,"targeted",1.48347018466643,0.461164049746077,10
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","ref",2020,"targeted",1.45039213203585,0.297803790532226,9
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","smr",2017,"targeted",1.13390033818801,0.376108467032656,9
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","smr",2018,"targeted",1.6765403644329,0.286721718426817,11
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","smr",2019,"targeted",1.28280169883873,0.408201806506922,9
"ccfrp","ccfrp","targeted_fish","diversity","north","north","south cape mendocino smr","smr","smr",2020,"targeted",1.2650603275733,0.434558631797873,8
"ccfrp","ccfrp","targeted_fish","diversity","north","north","southeast farallon island smr","smr","ref",2017,"targeted",1.78263795255667,0.372835207252993,6
"ccfrp","ccfrp","targeted_fish","diversity","north","north","southeast farallon island smr","smr","ref",2018,"targeted",1.38373206487881,0.22431125929909,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","southeast farallon island smr","smr","smr",2017,"targeted",1.50873737344346,0.434122782836079,8
"ccfrp","ccfrp","targeted_fish","diversity","north","north","southeast farallon island smr","smr","smr",2018,"targeted",1.68213314186845,0.252275106004707,9
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","ref",2017,"targeted",1.48233158329,0.432786757431766,3
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","ref",2018,"targeted",1.66691932438201,0.182892437211221,11
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","ref",2019,"targeted",1.71088655502812,0.120852069970121,8
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","ref",2020,"targeted",1.75336246471976,0.165974055126115,5
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","smr",2017,"targeted",1.3993089999217,0.325450785661199,3
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","smr",2018,"targeted",1.7029667007746,0.112788352656001,8
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","smr",2019,"targeted",1.6173976143646,0.326228957800643,8
"ccfrp","ccfrp","targeted_fish","diversity","north","north","stewarts point smr","smr","smr",2020,"targeted",1.85501276540644,0.0765915782517693,6
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","ref",2017,"targeted",1.61887216047608,0.294013781096836,11
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","ref",2018,"targeted",1.4907462548087,0.44068768512929,10
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","ref",2019,"targeted",1.22056475205129,0.777350922118923,8
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","ref",2020,"targeted",1.44307973190166,0.341727789819215,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","smr",2017,"targeted",1.57832331912998,0.401866135017255,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","smr",2018,"targeted",1.54591072325875,0.644484217672725,7
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","smr",2019,"targeted",1.55863113749085,0.631746660025499,6
"ccfrp","ccfrp","targeted_fish","diversity","north","north","ten mile smr","smr","smr",2020,"targeted",1.67357102784768,0.406399000982159,7
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smca","smr","smr",2017,"targeted",0.533705451903782,NA,1
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smca","smr","smr",2018,"targeted",0.765477202977048,0.517963437536018,3
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smca","smr","smr",2019,"targeted",0.859812722911342,0.774166168620955,3
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smca","smr","smr",2020,"targeted",0.90699134198545,0.915407681418904,3
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","ref",2017,"targeted",0.744551427051712,0.467552125918701,6
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","ref",2018,"targeted",0.691431174783064,0.395930690130918,8
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","ref",2019,"targeted",0.831005169289522,0.337259275627331,8
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","ref",2020,"targeted",0.954615117729505,0.664922921714723,8
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","smr",2017,"targeted",0.65589671008476,0.0508151272840482,3
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","smr",2018,"targeted",0.6055738999532,0.358980147945982,6
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","smr",2019,"targeted",0.574066432289289,0.194218921678305,5
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","anacapa island smr","smr","smr",2020,"targeted",0.521120853256426,0.0908650978933007,6
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","ref",2017,"targeted",1.49572905792944,0.128041119124438,6
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","ref",2018,"targeted",1.51500250768068,0.154516276903019,10
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","ref",2019,"targeted",1.36830277026332,0.24247810354697,9
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","ref",2020,"targeted",1.3896656197708,0.172744756827478,12
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","smr",2017,"targeted",1.43813949807876,0.197211244222821,6
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","smr",2018,"targeted",1.3742481598516,0.320053784759926,10
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","smr",2019,"targeted",1.3770822397429,0.256709683215258,9
"ccfrp","ccfrp","targeted_fish","diversity","south","north islands","carrington point smr","smr","smr",2020,"targeted",1.49344532080894,0.196710869814259,12
"ccfrp","ccfrp","targeted_fish","diversity","south","south","laguna beach smr","smr","ref",2017,"targeted",1.68576212090973,0.159655968558919,2
"ccfrp","ccfrp","targeted_fish","diversity","south","south","laguna beach smr","smr","smr",2017,"targeted",1.19069884697676,0.170702633309724,3
"ccfrp","ccfrp","targeted_fish","diversity","south","south","point conception smr","smr","ref",2018,"targeted",0.963985694864141,0.396679555169168,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","point conception smr","smr","smr",2018,"targeted",0.188798273060372,0.25627497081437,10
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","ref",2017,"targeted",1.78076490503282,0.267432288112246,3
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","ref",2018,"targeted",1.46879736905684,0.436229720474069,6
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","ref",2019,"targeted",1.40087871796253,0.527874543575743,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","ref",2020,"targeted",1.50563689402313,0.378753487579147,9
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","smr",2017,"targeted",1.69908961344018,0.57175759384331,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","smr",2018,"targeted",1.84890348773636,0.217015941338526,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","smr",2019,"targeted",1.53001397277357,0.474436360614215,8
"ccfrp","ccfrp","targeted_fish","diversity","south","south","south la jolla smr","smr","smr",2020,"targeted",1.91368552012519,0.338320052793802,9
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","smr",2017,"targeted",0.908237030827726,0.520916852965898,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","smr",2018,"targeted",0.882451709560206,0.67716463758692,6
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","smr",2019,"targeted",1.57823392857201,0.449581649739001,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","smr",2020,"targeted",1.06912381787445,0.632289506391833,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","ref",2017,"targeted",1.11665346538978,0.55031629897686,8
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","ref",2018,"targeted",1.19327608153441,0.518153130973172,7
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","ref",2019,"targeted",0.953531164072836,0.181809711505215,8
"ccfrp","ccfrp","targeted_fish","diversity","south","south","swami's smca","smr","ref",2020,"targeted",0.996496291526781,0.406216934923579,10
"surf","surf-seine","targeted_fish","diversity","central","central","ano nuevo smr","smr","smr",2019,"targeted",0.57113470367743,0.231042222794699,6
"surf","surf-seine","targeted_fish","diversity","central","central","ano nuevo smr","smr","smr",2020,"targeted",0.819348850542981,0.252453007749834,6
"surf","surf-seine","targeted_fish","diversity","central","central","ano nuevo smr","smr","ref",2019,"targeted",0.804081192288908,0.436334973983587,6
"surf","surf-seine","targeted_fish","diversity","central","central","ano nuevo smr","smr","ref",2020,"targeted",0.863507851613593,0.313586277995882,6
"surf","surf-seine","targeted_fish","diversity","central","central","asilomar smr","smr","smr",2019,"targeted",0.209247054196459,0.326792855078651,6
"surf","surf-seine","targeted_fish","diversity","central","central","asilomar smr","smr","smr",2020,"targeted",0.53930267780883,0.426737125933121,6
"surf","surf-seine","targeted_fish","diversity","central","central","asilomar smr","smr","ref",2019,"targeted",0.247530579861253,0.288909519063464,6
"surf","surf-seine","targeted_fish","diversity","central","central","asilomar smr","smr","ref",2020,"targeted",0.516008184837001,0.458161763909319,6
"surf","surf-seine","targeted_fish","diversity","central","central","natural bridges smr","smr","smr",2019,"targeted",1.00835804433013,0.214422729423694,6
"surf","surf-seine","targeted_fish","diversity","central","central","natural bridges smr","smr","smr",2020,"targeted",0.886016925984933,0.303074556791459,6
"surf","surf-seine","targeted_fish","diversity","central","central","natural bridges smr","smr","ref",2019,"targeted",0.657377096224847,0.0776599341320605,6
"surf","surf-seine","targeted_fish","diversity","central","central","natural bridges smr","smr","ref",2020,"targeted",0.769261404385089,0.118724195972987,6
"surf","surf-seine","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2019,"targeted",0.199077910043453,0.398155820086906,4
"surf","surf-seine","targeted_fish","diversity","central","central","point lobos smr","smr","smr",2020,"targeted",0.28275819541691,0.352994430709577,4
"surf","surf-seine","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2019,"targeted",0.76821918378766,0.281382793994782,6
"surf","surf-seine","targeted_fish","diversity","central","central","point lobos smr","smr","ref",2020,"targeted",0.473035967512123,0.37099008035249,6
"surf","surf-seine","targeted_fish","diversity","north","north","point reyes smr","smr","smr",2019,"targeted",0.577396937786097,0.476037682967045,6
"surf","surf-seine","targeted_fish","diversity","north","north","point reyes smr","smr","smr",2020,"targeted",1.10886619462906,0.115463088389765,6
"surf","surf-seine","targeted_fish","diversity","north","north","point reyes smr","smr","ref",2019,"targeted",0.845978822354482,0.391011678006032,6
"surf","surf-seine","targeted_fish","diversity","north","north","point reyes smr","smr","ref",2020,"targeted",1.42367236088613,0.138207695548456,6
